method,cohort,station,fold_id,date,confidence,rpf,outcome,prob_day,pred_start,pred_end,true_start,true_end,proposed_mwh,required_mwh,correct_mwh,raw_min_mw,applied_min_mw,min_change_mw
m7,alpha,alpha_A,alpha_alpha_A,2021-11-02,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,12.351468,12.351468,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-11-03,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,12.445139,12.445139,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-11-04,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,12.610032,12.610032,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-11-05,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,12.596871,12.596871,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-11-06,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,12.555068,12.555068,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-11-07,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,12.564358,12.564358,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-11-08,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,12.672738,12.672738,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-11-09,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,12.675834,12.675834,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-11-10,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,12.827566,12.827566,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-11-11,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,12.596872,12.596872,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-11-12,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,12.537262,12.537262,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-11-13,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,12.48075,12.48075,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-11-14,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,12.349145,12.349145,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-11-15,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,12.414174,12.414174,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-11-16,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,12.505522,12.505522,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-11-17,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,12.513264,12.513264,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-11-18,controlled,0,AUTO_CORRECT,,47,47,-1,-1,4.779565,0.0,0.0,9.474749,-9.55913,-19.033879
m7,alpha,alpha_A,alpha_alpha_A,2021-11-19,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,12.685124,12.685124,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-11-20,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,12.536488,12.536488,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-11-21,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,12.54423,12.54423,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-11-22,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,12.538811,12.538811,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-11-23,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,12.686672,12.686672,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-11-24,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,12.967686,12.967686,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-11-25,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.113225,13.113225,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-11-26,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,12.634805,12.634805,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-11-27,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,12.51249,12.51249,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-11-28,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,12.366176,12.366176,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-11-29,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,12.51636,12.51636,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-11-30,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,12.701381,12.701381,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-12-01,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,12.956849,12.956849,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-12-02,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,12.832211,12.832211,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-12-03,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,12.89182,12.89182,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-12-04,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,12.746282,12.746282,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-12-05,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,12.548874,12.548874,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-12-06,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,12.511716,12.511716,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-12-07,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,12.684349,12.684349,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-12-08,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,12.73854,12.73854,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-12-09,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,12.829115,12.829115,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-12-10,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,12.773377,12.773377,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-12-11,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,12.696736,12.696736,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-12-12,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,12.687447,12.687447,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-12-13,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,12.760215,12.760215,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-12-14,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,12.781118,12.781118,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-12-15,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,12.94601,12.94601,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-12-16,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,12.995556,12.995556,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-12-17,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,12.96459,12.96459,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-12-18,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.021876,13.021876,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-12-19,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.044326,13.044326,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-12-20,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.13645,13.13645,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-12-21,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.806858,13.806858,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-12-22,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.414368,13.414368,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-12-23,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.641965,13.641965,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-12-24,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.078389,13.078389,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-12-25,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.638095,13.638095,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-12-26,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.044326,13.044326,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-12-27,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,12.822147,12.822147,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-12-28,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,12.724606,12.724606,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-12-29,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,12.77028,12.77028,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-12-30,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,12.784214,12.784214,0.0
m7,alpha,alpha_A,alpha_alpha_A,2021-12-31,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,12.93285,12.93285,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-01-01,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.177479,13.177479,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-01-02,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.447656,13.447656,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-01-03,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.4074,13.4074,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-01-04,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.404304,13.404304,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-01-05,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.723251,13.723251,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-01-06,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.80531,13.80531,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-01-07,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.811503,13.811503,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-01-08,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.419012,13.419012,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-01-09,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.495653,13.495653,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-01-10,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.877306,13.877306,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-01-11,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,14.080132,14.080132,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-01-12,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.686092,13.686092,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-01-13,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.422108,13.422108,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-01-14,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.607903,13.607903,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-01-15,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.781312,13.781312,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-01-16,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.987234,13.987234,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-01-17,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.808407,13.808407,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-01-18,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.739508,13.739508,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-01-19,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.233218,13.233218,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-01-20,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.126386,13.126386,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-01-21,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.203801,13.203801,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-01-22,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.32147,13.32147,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-01-23,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.347017,13.347017,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-01-24,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.492556,13.492556,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-01-25,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.478622,13.478622,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-01-26,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.483266,13.483266,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-01-27,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.371788,13.371788,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-01-28,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.889692,13.889692,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-01-29,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.909046,13.909046,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-01-30,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,14.05381,14.05381,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-01-31,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.898982,13.898982,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-02-01,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,14.02594,14.02594,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-02-02,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.293601,13.293601,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-02-03,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.123289,13.123289,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-02-04,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.154255,13.154255,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-02-05,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.218509,13.218509,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-02-06,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.251797,13.251797,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-02-07,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.285086,13.285086,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-02-08,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.302891,13.302891,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-02-09,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.327664,13.327664,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-02-10,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.398885,13.398885,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-02-11,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.638095,13.638095,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-02-12,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.388046,13.388046,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-02-13,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.363274,13.363274,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-02-14,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.337727,13.337727,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-02-15,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.748023,13.748023,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-02-16,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.788278,13.788278,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-02-17,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.924528,13.924528,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-02-18,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.935366,13.935366,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-02-19,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.62416,13.62416,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-02-20,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.645062,13.645062,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-02-21,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,14.067745,14.067745,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-02-22,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,14.123483,14.123483,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-02-23,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,14.16374,14.16374,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-02-24,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,14.392112,14.392112,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-02-25,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,14.303084,14.303084,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-02-26,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.771248,13.771248,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-02-27,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.754991,13.754991,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-02-28,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,14.063874,14.063874,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-03-01,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,14.055359,14.055359,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-03-02,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.847114,13.847114,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-03-03,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,14.186963,14.186963,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-03-04,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,14.277538,14.277538,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-03-05,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,14.241928,14.241928,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-03-06,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,14.13045,14.13045,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-03-07,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,14.652998,14.652998,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-03-08,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.926076,13.926076,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-03-09,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.701575,13.701575,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-03-10,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.532812,13.532812,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-03-11,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.902078,13.902078,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-03-12,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.667512,13.667512,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-03-13,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.650482,13.650482,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-03-14,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.888144,13.888144,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-03-15,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.915239,13.915239,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-03-16,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,14.132773,14.132773,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-03-17,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.950075,13.950075,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-03-18,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,14.440109,14.440109,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-03-19,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.67448,13.67448,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-03-20,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.622612,13.622612,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-03-21,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.703898,13.703898,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-03-22,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.864144,13.864144,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-03-23,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,14.140514,14.140514,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-03-24,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.98646,13.98646,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-03-25,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.882725,13.882725,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-03-26,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.709316,13.709316,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-03-27,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.645836,13.645836,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-03-28,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.857952,13.857952,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-03-29,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,14.329405,14.329405,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-03-30,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,14.11342,14.11342,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-03-31,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.799117,13.799117,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-04-01,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.622612,13.622612,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-04-02,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.539005,13.539005,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-04-03,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.480944,13.480944,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-04-04,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.433721,13.433721,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-04-05,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.669062,13.669062,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-04-06,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.982589,13.982589,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-04-07,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.924528,13.924528,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-04-08,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.870338,13.870338,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-04-09,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.863372,13.863372,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-04-10,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.803762,13.803762,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-04-11,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.779764,13.779764,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-04-12,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.835501,13.835501,0.0
m7,alpha,alpha_A,alpha_alpha_A,2022-04-13,controlled,0,AUTO_KEEP,,-1,-1,-1,-1,0.0,0.0,0.0,13.791375,13.791375,0.0
