direction,level,station,draw,energy_iou,energy_precision,sure_day_recall,fp
beta->alpha,station,alpha_I,11,0.7731106086624697,0.7924399897301923,0.7906976744186046,2
beta->alpha,station,alpha_J,11,0.809215166506132,0.8429548594616024,0.7972602739726027,7
beta->alpha,station,alpha_A,12,0.0,,,0
beta->alpha,station,alpha_B,12,0.0,0.0,0.0,1
beta->alpha,station,alpha_C,12,0.8368312718110223,0.8616503728651198,0.8991735537190083,21
beta->alpha,station,alpha_D,12,0.0,,,0
beta->alpha,station,alpha_E,12,0.8916103648107178,0.9103580415626206,0.9068047337278107,6
beta->alpha,station,alpha_F,12,0.8800333604464405,0.8952020790993895,0.9424019607843137,10
beta->alpha,station,alpha_G,12,0.8563106242869737,0.8837505423563995,0.9168,21
beta->alpha,station,alpha_H,12,0.0,,,0
beta->alpha,station,alpha_I,12,0.7727610521482337,0.7916128922140969,0.7984496124031008,2
beta->alpha,station,alpha_J,12,0.7872539901617516,0.8155002953445774,0.8555858310626703,12
beta->alpha,station,alpha_A,13,0.0,,,0
beta->alpha,station,alpha_B,13,0.0,,0.0,0
beta->alpha,station,alpha_C,13,0.8377305788864784,0.8659641296477891,0.8297520661157025,14
beta->alpha,station,alpha_D,13,0.0,,,0
beta->alpha,station,alpha_E,13,0.8907044287648535,0.9095796005953369,0.9023668639053254,6
beta->alpha,station,alpha_F,13,0.8819456216136395,0.8981000348496688,0.9154411764705882,5
beta->alpha,station,alpha_G,13,0.8574551788623633,0.8899234454101551,0.8803827751196173,11
beta->alpha,station,alpha_H,13,0.0,,,0
beta->alpha,station,alpha_I,13,0.7710624176415801,0.7905330798311306,0.7890625,2
beta->alpha,station,alpha_J,13,0.8123873987723561,0.8453389898278872,0.7961432506887053,7
beta->alpha,station,alpha_A,14,0.0,,,0
beta->alpha,station,alpha_B,14,0.0,,0.0,0
beta->alpha,station,alpha_C,14,0.8380546228912668,0.8633996721612018,0.8807947019867549,18
beta->alpha,station,alpha_D,14,0.0,,,0
beta->alpha,station,alpha_E,14,0.8910615584236858,0.9096384476993479,0.9100294985250738,7
beta->alpha,station,alpha_F,14,0.8847583981387811,0.9014643325924292,0.9034229828850856,4
beta->alpha,station,alpha_G,14,0.8559730178046188,0.8857603294258644,0.9122807017543859,20
beta->alpha,station,alpha_H,14,0.0,,,0
beta->alpha,station,alpha_I,14,0.7713391748985732,0.790737851512704,0.7906976744186046,2
beta->alpha,station,alpha_J,14,0.812564565582157,0.8485548971838558,0.7560975609756098,3
beta->alpha,station,alpha_A,15,0.0,,,0
beta->alpha,station,alpha_B,15,0.0,,0.0,0
beta->alpha,station,alpha_C,15,0.8397791449208373,0.8686971710505874,0.8181818181818182,13
beta->alpha,station,alpha_D,15,0.0,,,0
beta->alpha,station,alpha_E,15,0.8962789774611767,0.9161312980001609,0.8729689807976366,3
beta->alpha,station,alpha_F,15,0.8825175013617592,0.8982396909085114,0.9291819291819292,6
beta->alpha,station,alpha_G,15,0.8648922948870111,0.8997972845599154,0.8452950558213717,8
beta->alpha,station,alpha_H,15,0.0,,,0
beta->alpha,station,alpha_I,15,0.7734906664019006,0.7927963470116538,0.7923076923076923,2
beta->alpha,station,alpha_J,15,0.8110317006715119,0.8461551228012968,0.773841961852861,5
beta->alpha,station,alpha_A,16,0.0,,,0
beta->alpha,station,alpha_B,16,0.0,0.0,0.0,1
beta->alpha,station,alpha_C,16,0.838486925481188,0.8629633479380088,0.9001663893510815,21
beta->alpha,station,alpha_D,16,0.0,,,0
beta->alpha,station,alpha_E,16,0.8914593556788278,0.9099145515718785,0.912850812407681,7
beta->alpha,station,alpha_F,16,0.8845925263274241,0.9018232883611443,0.8909313725490197,2
beta->alpha,station,alpha_G,16,0.8558200371540636,0.8827495641281353,0.928,22
beta->alpha,station,alpha_H,16,0.0,,,0
beta->alpha,station,alpha_I,16,0.7686870868693836,0.788266119901008,0.7906976744186046,2
beta->alpha,station,alpha_J,16,0.8119226546167978,0.8467716528896009,0.7683923705722071,5
beta->alpha,station,alpha_A,17,0.0,,,0
beta->alpha,station,alpha_B,17,0.0,,0.0,0
beta->alpha,station,alpha_C,17,0.8374593432261142,0.8639232215104904,0.8623548922056384,16
beta->alpha,station,alpha_D,17,0.0,,,0
beta->alpha,station,alpha_E,17,0.8894426655493564,0.9077585673682156,0.9201183431952663,9
beta->alpha,station,alpha_F,17,0.8848130701461144,0.9016857074309359,0.9008567931456548,3
beta->alpha,station,alpha_G,17,0.8588570290043117,0.8902632779306034,0.8993610223642172,14
beta->alpha,station,alpha_H,17,0.0,,,0
beta->alpha,station,alpha_I,17,0.7847098020241884,0.8056724955338094,0.7674418604651163,2
beta->alpha,station,alpha_J,17,0.8113213771273202,0.8463563389444856,0.771117166212534,5
beta->alpha,station,alpha_A,18,0.0,,,0
beta->alpha,station,alpha_B,18,0.0,0.0,0.0,1
beta->alpha,station,alpha_C,18,0.83821617409288,0.8656642096918942,0.8407960199004975,15
beta->alpha,station,alpha_D,18,0.0,,,0
beta->alpha,station,alpha_E,18,0.8909319235764599,0.9097749015681953,0.9051851851851852,6
beta->alpha,station,alpha_F,18,0.8799705115498969,0.8950141361582088,0.9424019607843137,10
beta->alpha,station,alpha_G,18,0.8578086212508336,0.8867749149163131,0.9027113237639554,17
beta->alpha,station,alpha_H,18,0.0,,,0
beta->alpha,station,alpha_I,18,0.7670735066709193,0.7830212067770429,0.8582677165354331,4
beta->alpha,station,alpha_J,18,0.7872764901816504,0.8152657882792974,0.8598901098901099,12
beta->alpha,station,alpha_A,19,0.0,,,0
beta->alpha,station,alpha_B,19,0.0,0.0,0.0,1
beta->alpha,station,alpha_C,19,0.8361686320721726,0.8610227659597368,0.8986710963455149,23
beta->alpha,station,alpha_D,19,0.0,,,0
beta->alpha,station,alpha_E,19,0.8932387558632173,0.9129306181526798,0.8716814159292036,4
beta->alpha,station,alpha_F,19,0.8899389619568185,0.9315651002657702,0.7165644171779141,0
beta->alpha,station,alpha_G,19,0.8574247976135881,0.8899072886682383,0.8864,12
beta->alpha,station,alpha_H,19,0.0,,,0
beta->alpha,station,alpha_I,19,0.7734906664019006,0.7927963470116538,0.7923076923076923,2
beta->alpha,station,alpha_J,19,0.7861746639653796,0.8143461140759176,0.859504132231405,13
