direction,level,design,k,draw,n_days,n_rpf,energy_iou,energy_precision,day_precision,sure_day_recall,fp,fn,rate_uncertain,single_class_stations
alpha->beta,population,random,18,13,2305,470,0.8507100133370656,0.9433731114048513,0.8857758620689655,0.874468085106383,53,59,0.0334056399132321,0.0
alpha->beta,population,random,18,14,2305,470,0.8741963781721566,0.9178350532179316,0.8064516129032258,0.9042553191489362,102,45,0.0351409978308026,0.0
alpha->beta,population,random,18,15,2305,470,0.8587876691896494,0.9260171758406617,0.910913140311804,0.8702127659574468,40,61,0.03774403470715835,0.0
alpha->beta,population,random,18,16,2305,470,0.888344051786169,0.9221705675787533,0.8868686868686869,0.9340425531914893,56,31,0.031236442516268982,0.0
alpha->beta,population,random,18,17,2305,470,0.8560250265782365,0.9209009190301449,0.775,0.9234042553191489,126,36,0.1002169197396963,0.0
alpha->beta,population,random,18,18,2305,470,0.5870520377201676,0.9257022552624414,0.9120879120879121,0.7063829787234043,32,138,0.04859002169197397,0.0
alpha->beta,population,random,18,19,2305,470,0.886118296997433,0.9213408852577668,0.9163090128755365,0.9085106382978724,39,43,0.03036876355748373,0.0
alpha->beta,population,random,27,0,2305,470,0.8877923054623496,0.9352423897956474,0.8936170212765957,0.8936170212765957,50,50,0.03297180043383948,0.0
alpha->beta,population,random,27,1,2305,470,0.8352995290211214,0.9238998658328077,0.8891304347826087,0.8702127659574468,51,61,0.03600867678958785,0.0
alpha->beta,population,random,27,2,2305,470,0.8773097697443749,0.9176434190455891,0.833984375,0.9085106382978724,85,43,0.05553145336225596,0.0
alpha->beta,population,random,27,3,2305,470,0.8860183325594329,0.9232759245762531,0.8548707753479126,0.9148936170212766,73,40,0.040347071583514096,0.0
alpha->beta,population,random,27,4,2305,470,0.893922240346503,0.9293369232213586,0.87374749498998,0.9276595744680851,63,34,0.026030368763557483,1.0
alpha->beta,population,random,27,5,2305,470,0.9011645691724692,0.9349357817095094,0.9337899543378996,0.8702127659574468,29,61,0.18308026030368763,0.0
alpha->beta,population,random,27,6,2305,470,0.8977601049534513,0.9241088739663813,0.9337748344370861,0.9,30,47,0.031236442516268982,0.0
alpha->beta,population,random,27,7,2305,470,0.8816000931610336,0.9198369486882534,0.8991228070175439,0.8723404255319149,46,60,0.03774403470715835,0.0
alpha->beta,population,random,27,8,2305,470,0.7948817612977301,0.9563752412108315,0.9226932668329177,0.7872340425531915,31,100,0.041648590021691974,0.0
alpha->beta,population,random,27,9,2305,470,0.8482983527779869,0.917309045281603,0.9006479481641468,0.8872340425531915,46,53,0.0334056399132321,0.0
alpha->beta,population,random,27,10,2305,470,0.8819948071846666,0.9296145992496047,0.8762677484787018,0.9191489361702128,61,38,0.03036876355748373,0.0
alpha->beta,population,random,27,11,2305,470,0.8984074848325797,0.9211043666052979,0.8953722334004024,0.9468085106382979,52,25,0.17310195227765726,0.0
alpha->beta,population,random,27,12,2305,470,0.8565730100320059,0.9407631825287069,0.9309462915601023,0.774468085106383,27,106,0.04251626898047722,0.0
alpha->beta,population,random,27,13,2305,470,0.8340048724889304,0.9077383903210342,0.7355516637478109,0.8936170212765957,151,50,0.24859002169197397,0.0
alpha->beta,population,random,27,14,2305,470,0.8697829612339525,0.9312128345011697,0.9356435643564357,0.8042553191489362,26,92,0.039913232104121475,0.0
alpha->beta,population,random,27,15,2305,470,0.8957853974291475,0.9501327641528089,0.954233409610984,0.8872340425531915,20,53,0.02776572668112798,0.0
alpha->beta,population,random,27,16,2305,470,0.7957428902030982,0.9083389676126749,0.8832951945080092,0.8212765957446808,51,84,0.0368763557483731,0.0
alpha->beta,population,random,27,17,2305,470,0.892328511591174,0.9170582099951133,0.9002079002079002,0.9212765957446809,48,37,0.030802603036876357,0.0
alpha->beta,population,random,27,18,2305,470,0.9003357822349004,0.9241415635290631,0.8708414872798435,0.9468085106382979,66,25,0.07418655097613883,0.0
alpha->beta,population,random,27,19,2305,470,0.8947483591534605,0.9443982963918885,0.8978723404255319,0.8978723404255319,48,48,0.06290672451193059,0.0
alpha->beta,population,random,54,0,2305,470,0.8655983903621707,0.9221492865953229,0.9056179775280899,0.8574468085106383,42,67,0.03644251626898048,0.0
alpha->beta,population,random,54,1,2305,470,0.8949533888999731,0.9465564451737175,0.9478458049886621,0.8893617021276595,23,52,0.0351409978308026,0.0
alpha->beta,population,random,54,2,2305,470,0.8744177422190911,0.9223680131845504,0.8874734607218684,0.8893617021276595,53,52,0.0334056399132321,0.0
alpha->beta,population,random,54,3,2305,470,0.8303151582326621,0.9169460686599235,0.8668076109936576,0.8723404255319149,63,60,0.03557483731019523,0.0
alpha->beta,population,random,54,4,2305,470,0.8509691019892874,0.9142193573189722,0.9017467248908297,0.8787234042553191,45,57,0.0316702819956616,0.0
alpha->beta,population,random,54,5,2305,470,0.8802841112440577,0.9299501234226799,0.9279279279279279,0.8765957446808511,32,58,0.03731019522776573,0.0
alpha->beta,population,random,54,6,2305,470,0.8905124803237027,0.9420808727910005,0.9569377990430622,0.851063829787234,18,70,0.0386117136659436,0.0
alpha->beta,population,random,54,7,2305,470,0.8990874259706177,0.9411829952447873,0.924892703862661,0.9170212765957447,35,39,0.03297180043383948,0.0
alpha->beta,population,random,54,8,2305,470,0.9032477022860944,0.9297041150393806,0.868421052631579,0.9127659574468086,65,41,0.2195227765726681,0.0
alpha->beta,population,random,54,9,2305,470,0.8917434537828584,0.9384719780907533,0.925764192139738,0.902127659574468,34,46,0.0334056399132321,0.0
alpha->beta,population,random,54,10,2305,470,0.8915089004970659,0.9368441071940685,0.933184855233853,0.8914893617021277,30,51,0.027331887201735357,0.0
alpha->beta,population,random,54,11,2305,470,0.8831013860593084,0.9325433630258356,0.9166666666666666,0.8659574468085106,37,63,0.03600867678958785,0.0
alpha->beta,population,random,54,12,2305,470,0.8878208934851931,0.9339508133510254,0.915948275862069,0.9042553191489362,39,45,0.03600867678958785,0.0
alpha->beta,population,random,54,13,2305,470,0.8979919495622474,0.9327926067509944,0.9207708779443254,0.9148936170212766,37,40,0.03253796095444685,0.0
alpha->beta,population,random,54,14,2305,470,0.8944018935987239,0.9476140349689509,0.9583333333333334,0.8808510638297873,18,56,0.02776572668112798,0.0
alpha->beta,population,random,54,15,2305,470,0.8732492326866226,0.9329987907577446,0.9467592592592593,0.8702127659574468,23,61,0.03557483731019523,0.0
alpha->beta,population,random,54,16,2305,470,0.8876530064237114,0.9478025875564174,0.9386363636363636,0.8787234042553191,27,57,0.03253796095444685,0.0
alpha->beta,population,random,54,17,2305,470,0.8549954530772644,0.9460806185663942,0.96398891966759,0.7404255319148936,13,122,0.04121475054229935,0.0
alpha->beta,population,random,54,18,2305,470,0.8991575528510248,0.9457902303481711,0.9527027027027027,0.9,21,47,0.031236442516268982,0.0
alpha->beta,population,random,54,19,2305,470,0.8739733640521395,0.9162998462433701,0.906183368869936,0.9042553191489362,44,45,0.03427331887201735,0.0
alpha->beta,population,random,108,0,2305,470,0.8902801624669748,0.9380730282255477,0.945823927765237,0.8914893617021277,24,51,0.029934924078091105,0.0
alpha->beta,population,random,108,1,2305,470,0.8806450482274066,0.9266888579374275,0.9137931034482759,0.902127659574468,40,46,0.03253796095444685,0.0
alpha->beta,population,random,108,2,2305,470,0.881717361584545,0.9217001844408885,0.9063829787234042,0.9063829787234042,44,44,0.0316702819956616,0.0
alpha->beta,population,random,108,3,2305,470,0.8869863431181486,0.9411970685237634,0.953810623556582,0.8787234042553191,20,57,0.03036876355748373,0.0
alpha->beta,population,random,108,4,2305,470,0.8647025591612457,0.9313024595348154,0.9319727891156463,0.874468085106383,30,59,0.030802603036876357,0.0
alpha->beta,population,random,108,5,2305,470,0.8901540268477409,0.9388402349898272,0.933920704845815,0.902127659574468,30,46,0.03427331887201735,0.0
alpha->beta,population,random,108,6,2305,470,0.8850591494794051,0.9306609230143824,0.9199134199134199,0.9042553191489362,37,45,0.029934924078091105,0.0
alpha->beta,population,random,108,7,2305,470,0.8878233432121421,0.9397774382644284,0.9393258426966292,0.8893617021276595,27,52,0.0316702819956616,0.0
alpha->beta,population,random,108,8,2305,470,0.8934732222754669,0.9376308464776104,0.952054794520548,0.8872340425531915,21,53,0.03210412147505423,0.0
alpha->beta,population,random,108,9,2305,470,0.8796986968541445,0.9214332447324487,0.9262472885032538,0.9085106382978724,34,43,0.026898047722342732,0.0
alpha->beta,population,random,108,10,2305,470,0.8781987658028536,0.9307137903434711,0.9251101321585903,0.8936170212765957,34,50,0.029067245119305855,0.0
alpha->beta,population,random,108,11,2305,470,0.8843128624991985,0.9334902431701875,0.9181034482758621,0.9063829787234042,38,44,0.030802603036876357,0.0
alpha->beta,population,random,108,12,2305,470,0.8862880301961368,0.9326809296299405,0.9296703296703297,0.9,32,47,0.03297180043383948,0.0
alpha->beta,population,random,108,13,2305,470,0.8855030706458092,0.9380685579711809,0.9352678571428571,0.8914893617021277,29,51,0.031236442516268982,0.0
alpha->beta,population,random,108,14,2305,470,0.8827474558253688,0.931600908674052,0.9369369369369369,0.8851063829787233,28,54,0.0334056399132321,0.0
alpha->beta,population,random,108,15,2305,470,0.8714549999213881,0.924705431830195,0.9328859060402684,0.8872340425531915,30,53,0.030802603036876357,0.0
alpha->beta,population,random,108,16,2305,470,0.8830947680450293,0.9211436100212764,0.9235807860262009,0.9,35,47,0.0334056399132321,0.0
alpha->beta,population,random,108,17,2305,470,0.881441649298835,0.9351876644854916,0.9523809523809523,0.851063829787234,20,70,0.03427331887201735,0.0
alpha->beta,population,random,108,18,2305,470,0.8855738454805336,0.940366625049325,0.9409090909090909,0.8808510638297873,26,56,0.031236442516268982,0.0
alpha->beta,population,random,108,19,2305,470,0.8846501752278826,0.9365813792348415,0.9254385964912281,0.8978723404255319,34,48,0.029934924078091105,0.0
alpha->beta,population,review,9,0,2305,470,0.8886102201824493,0.93386879435471,0.8879310344827587,0.8765957446808511,52,58,0.03644251626898048,0.0
alpha->beta,population,review,9,1,2305,470,0.8878453999458867,0.9253787958677422,0.8719512195121951,0.9127659574468086,63,41,0.03731019522776573,0.0
alpha->beta,population,review,9,2,2305,470,0.8889483545349532,0.9259493994395794,0.9235807860262009,0.9,35,47,0.03383947939262473,0.0
alpha->beta,population,review,9,3,2305,470,0.885162391785489,0.9341298311187903,0.8734439834024896,0.8957446808510638,61,49,0.039045553145336226,0.0
alpha->beta,population,review,9,4,2305,470,0.894627076063875,0.9330239628405503,0.8840579710144928,0.9085106382978724,56,43,0.03731019522776573,0.0
alpha->beta,population,review,9,5,2305,470,0.8916409729920644,0.9319000078634022,0.8661257606490872,0.9085106382978724,66,43,0.03947939262472885,0.0
alpha->beta,population,review,9,6,2305,470,0.8931036451364553,0.929152848321598,0.8900414937759336,0.9127659574468086,53,41,0.039045553145336226,0.0
alpha->beta,population,review,9,7,2305,470,0.8897617644639157,0.9414723126788871,0.8310679611650486,0.9106382978723404,87,42,0.1492407809110629,0.0
alpha->beta,population,review,9,8,2305,470,0.8922261158092889,0.9282030858238499,0.8704453441295547,0.9148936170212766,64,40,0.18481561822125814,0.0
alpha->beta,population,review,9,9,2305,470,0.891614656970297,0.9310949074048291,0.875,0.9085106382978724,61,43,0.03817787418655098,0.0
alpha->beta,population,review,9,10,2305,470,0.8847797697476817,0.9194802648807942,0.8654618473895582,0.9170212765957447,67,39,0.03774403470715835,0.0
alpha->beta,population,review,9,11,2305,470,0.8871610278263627,0.9342869500645404,0.9237668161434978,0.8765957446808511,34,58,0.0316702819956616,0.0
alpha->beta,population,review,9,12,2305,470,0.859174967273509,0.9330605370444093,0.9149888143176734,0.8702127659574468,38,61,0.039913232104121475,0.0
alpha->beta,population,review,9,13,2305,470,0.891941952073963,0.9401848418224823,0.8678861788617886,0.9085106382978724,65,43,0.03774403470715835,0.0
alpha->beta,population,review,9,14,2305,470,0.893608719669998,0.9316955182092169,0.8788501026694046,0.9106382978723404,59,42,0.0386117136659436,0.0
alpha->beta,population,review,9,15,2305,470,0.8891431444416925,0.9260961117026015,0.8298279158699808,0.9234042553191489,89,36,0.06898047722342733,0.0
alpha->beta,population,review,9,16,2305,470,0.8989442053214858,0.939075749426806,0.8811475409836066,0.9148936170212766,58,40,0.0368763557483731,0.0
alpha->beta,population,review,9,17,2305,470,0.8938695665356738,0.9343893693269852,0.8822314049586777,0.9085106382978724,57,43,0.03774403470715835,0.0
alpha->beta,population,review,9,18,2305,470,0.8933982361407559,0.9314667124382287,0.8770491803278688,0.9106382978723404,60,42,0.03947939262472885,0.0
alpha->beta,population,review,9,19,2305,470,0.893310854122183,0.9329992444931239,0.8817427385892116,0.9042553191489362,57,45,0.039913232104121475,0.0
alpha->beta,population,review,18,0,2305,470,0.8988605917418631,0.9269418569326264,0.8895833333333333,0.9085106382978724,53,43,0.03817787418655098,0.0
alpha->beta,population,review,18,1,2305,470,0.8976923461061534,0.9485286383720393,0.934640522875817,0.9127659574468086,30,41,0.03470715835140998,0.0
alpha->beta,population,review,18,2,2305,470,0.8858802411852521,0.9278363525779522,0.8974358974358975,0.8936170212765957,48,50,0.0386117136659436,0.0
alpha->beta,population,review,18,3,2305,470,0.8846673176484725,0.9369535700752629,0.8722109533468559,0.9148936170212766,63,40,0.03470715835140998,0.0
alpha->beta,population,review,18,4,2305,470,0.887308007833063,0.9290819224249652,0.8995633187772926,0.8765957446808511,46,58,0.039913232104121475,0.0
alpha->beta,population,review,18,5,2305,470,0.8868586464221597,0.9227360347190949,0.890495867768595,0.9170212765957447,53,39,0.03557483731019523,0.0
alpha->beta,population,review,18,6,2305,470,0.892470111199215,0.9277884879810597,0.899581589958159,0.9148936170212766,48,40,0.03731019522776573,0.0
alpha->beta,population,review,18,7,2305,470,0.8975448255340386,0.9405930927056191,0.908315565031983,0.9063829787234042,43,44,0.039045553145336226,0.0
alpha->beta,population,review,18,8,2305,470,0.887855430574323,0.9405771432720469,0.9002217294900222,0.8638297872340426,45,64,0.04295010845986985,0.0
alpha->beta,population,review,18,9,2305,470,0.8732853806574844,0.9264067270066039,0.8571428571428571,0.9063829787234042,71,44,0.03817787418655098,0.0
alpha->beta,population,review,18,10,2305,470,0.8984378791284329,0.936082679675573,0.9362637362637363,0.9063829787234042,29,44,0.0316702819956616,0.0
alpha->beta,population,review,18,11,2305,470,0.8933254125428676,0.9303748667204619,0.8907216494845361,0.9191489361702128,53,38,0.0386117136659436,0.0
alpha->beta,population,review,18,12,2305,470,0.8945829808411734,0.9351441168525174,0.9122807017543859,0.8851063829787233,40,54,0.04121475054229935,0.0
alpha->beta,population,review,18,13,2305,470,0.8940272082888724,0.9369415618838369,0.9311111111111111,0.8914893617021277,31,51,0.03036876355748373,0.0
alpha->beta,population,review,18,14,2305,470,0.8285038917900882,0.9280285382046414,0.8901345291479821,0.8446808510638298,49,73,0.04598698481561822,0.0
alpha->beta,population,review,18,15,2305,470,0.8926902741669945,0.9485796728629059,0.9234234234234234,0.8723404255319149,34,60,0.041648590021691974,0.0
alpha->beta,population,review,18,16,2305,470,0.8890370528986797,0.9290335099413702,0.9012605042016807,0.9127659574468086,47,41,0.03297180043383948,0.0
alpha->beta,population,review,18,17,2305,470,0.8870188149789425,0.9266026041319159,0.8909853249475891,0.9042553191489362,52,45,0.03731019522776573,0.0
alpha->beta,population,review,18,18,2305,470,0.8948030271440498,0.9406840136244923,0.9244444444444444,0.8851063829787233,34,54,0.03210412147505423,0.0
alpha->beta,population,review,18,19,2305,470,0.8504053501938329,0.9314041938563419,0.8526970954356846,0.874468085106383,71,59,0.040347071583514096,0.0
alpha->beta,population,review,27,0,2305,470,0.8904304453903483,0.907618984628301,0.8436911487758946,0.9531914893617022,83,22,0.0316702819956616,0.0
alpha->beta,population,review,27,1,2305,470,0.8926614025979737,0.915119339658602,0.8529980657640233,0.9382978723404255,76,29,0.03297180043383948,0.0
alpha->beta,population,review,27,2,2305,470,0.8906307089506635,0.9081003592738153,0.8275229357798165,0.9595744680851064,94,19,0.029934924078091105,0.0
alpha->beta,population,review,27,3,2305,470,0.8744718210321935,0.9121045688391181,0.8557114228456913,0.9085106382978724,72,43,0.03383947939262473,0.0
alpha->beta,population,review,27,4,2305,470,0.8753565846088156,0.9144237278728313,0.8877338877338877,0.9085106382978724,54,43,0.028199566160520606,0.0
alpha->beta,population,review,27,5,2305,470,0.892118107846575,0.9100267908160656,0.8284132841328413,0.9553191489361702,93,21,0.03383947939262473,0.0
alpha->beta,population,review,27,6,2305,470,0.8991883451029382,0.9215759542351972,0.8416030534351145,0.9382978723404255,83,29,0.03383947939262473,0.0
alpha->beta,population,review,27,7,2305,470,0.8788014342098758,0.9105861213525505,0.8702594810379242,0.9276595744680851,65,34,0.03731019522776573,0.0
alpha->beta,population,review,27,8,2305,470,0.8856524842161873,0.9044678075329882,0.8277777777777777,0.951063829787234,93,23,0.0316702819956616,0.0
alpha->beta,population,review,27,9,2305,470,0.8918160939797174,0.9114556890309358,0.8607350096711799,0.9468085106382979,72,25,0.029934924078091105,0.0
alpha->beta,population,review,27,10,2305,470,0.8862730907692572,0.9123143314117842,0.8467432950191571,0.9404255319148936,80,28,0.0386117136659436,0.0
alpha->beta,population,review,27,11,2305,470,0.8830770113948573,0.9111488949118464,0.8808080808080808,0.9276595744680851,59,34,0.027331887201735357,0.0
alpha->beta,population,review,27,12,2305,470,0.895614871785883,0.9176916954284419,0.8647058823529412,0.9382978723404255,69,29,0.02863340563991323,0.0
alpha->beta,population,review,27,13,2305,470,0.8874096094461718,0.9044319763238814,0.8193430656934306,0.9553191489361702,99,21,0.0351409978308026,0.0
alpha->beta,population,review,27,14,2305,470,0.8893939684829226,0.9079912056733438,0.8517110266159695,0.9531914893617022,78,22,0.02863340563991323,0.0
alpha->beta,population,review,27,15,2305,470,0.8855236280160307,0.9022133161678118,0.8185117967332124,0.9595744680851064,100,19,0.03036876355748373,0.0
alpha->beta,population,review,27,16,2305,470,0.8874411948243011,0.9052483090733551,0.8405253283302064,0.9531914893617022,85,22,0.031236442516268982,0.0
alpha->beta,population,review,27,17,2305,470,0.8903616840611338,0.9145038629108041,0.8419047619047619,0.9404255319148936,83,28,0.03427331887201735,0.0
alpha->beta,population,review,27,18,2305,470,0.8780943893381843,0.9104536947121988,0.8355640535372849,0.9297872340425531,86,33,0.03210412147505423,0.0
alpha->beta,population,review,27,19,2305,470,0.8772737105875107,0.9034151302086215,0.8406072106261859,0.9425531914893617,84,27,0.03557483731019523,0.0
alpha->beta,population,review,54,0,2305,470,0.8827876836739676,0.9120795910958405,0.8815261044176707,0.9340425531914893,59,31,0.0316702819956616,0.0
alpha->beta,population,review,54,1,2305,470,0.8892435408920165,0.9076520630715537,0.8674463937621832,0.9468085106382979,68,25,0.03210412147505423,0.0
alpha->beta,population,review,54,2,2305,470,0.8784880916432832,0.9162741029538808,0.8757637474541752,0.9148936170212766,61,40,0.03427331887201735,0.0
alpha->beta,population,review,54,3,2305,470,0.8781531414361526,0.9109689041653828,0.8719512195121951,0.9127659574468086,63,41,0.02863340563991323,0.0
alpha->beta,population,review,54,4,2305,470,0.8904019115268083,0.9083298202923258,0.8667953667953668,0.9553191489361702,69,21,0.028199566160520606,0.0
alpha->beta,population,review,54,5,2305,470,0.8921197481927595,0.9167682945927657,0.8895705521472392,0.925531914893617,54,35,0.03036876355748373,0.0
alpha->beta,population,review,54,6,2305,470,0.8839230731494869,0.9168024683745791,0.8792756539235412,0.9297872340425531,60,33,0.03600867678958785,0.0
alpha->beta,population,review,54,7,2305,470,0.8916770929006047,0.9095479400805981,0.8682170542635659,0.9531914893617022,68,22,0.029934924078091105,0.0
alpha->beta,population,review,54,8,2305,470,0.8961265847759488,0.9216248116385662,0.876,0.9319148936170213,62,32,0.03383947939262473,0.0
alpha->beta,population,review,54,9,2305,470,0.883966857931646,0.9098553016010816,0.860236220472441,0.9297872340425531,71,33,0.029934924078091105,0.0
alpha->beta,population,review,54,10,2305,470,0.8938113958250972,0.9197058529869268,0.8981670061099797,0.9382978723404255,50,29,0.029934924078091105,0.0
alpha->beta,population,review,54,11,2305,470,0.8823590424425041,0.9122268744144872,0.8491295938104448,0.9340425531914893,78,31,0.03731019522776573,0.0
alpha->beta,population,review,54,12,2305,470,0.8788919315492549,0.912126909541429,0.890020366598778,0.9297872340425531,54,33,0.031236442516268982,0.0
alpha->beta,population,review,54,13,2305,470,0.8961966396518769,0.9176510935723787,0.8929292929292929,0.9404255319148936,53,28,0.02863340563991323,0.0
alpha->beta,population,review,54,14,2305,470,0.8820876323624207,0.9184812502101818,0.8893528183716075,0.9063829787234042,53,44,0.03210412147505423,0.0
alpha->beta,population,review,54,15,2305,470,0.8885747663318301,0.9188721091958255,0.8693069306930693,0.9340425531914893,66,31,0.03557483731019523,0.0
alpha->beta,population,review,54,16,2305,470,0.895386120875512,0.915458467108309,0.8772277227722772,0.9425531914893617,62,27,0.030802603036876357,0.0
alpha->beta,population,review,54,17,2305,470,0.8895604736946502,0.9115860954664028,0.8707753479125249,0.9319148936170213,65,32,0.02863340563991323,0.0
alpha->beta,population,review,54,18,2305,470,0.8978117264284315,0.9384386872184068,0.9112050739957717,0.9170212765957447,42,39,0.03470715835140998,0.0
alpha->beta,population,review,54,19,2305,470,0.8766637337646517,0.9119358886927018,0.8877338877338877,0.9085106382978724,54,43,0.02950108459869848,0.0
alpha->beta,population,review,108,0,2305,470,0.8823492766738996,0.9102550422309855,0.8571428571428571,0.9446808510638298,74,26,0.0334056399132321,0.0
alpha->beta,population,review,108,1,2305,470,0.8855999413505082,0.9209875546872089,0.9073684210526316,0.9170212765957447,44,39,0.03210412147505423,0.0
alpha->beta,population,review,108,2,2305,470,0.8894838950743991,0.9219041421032612,0.889344262295082,0.9234042553191489,54,36,0.03470715835140998,0.0
alpha->beta,population,review,108,3,2305,470,0.8840442687961086,0.9141829781288401,0.8810483870967742,0.9297872340425531,59,33,0.0316702819956616,0.0
alpha->beta,population,review,108,4,2305,470,0.8818194154853264,0.9163723275910785,0.8872950819672131,0.9212765957446809,55,37,0.031236442516268982,0.0
alpha->beta,population,review,108,5,2305,470,0.893417815810643,0.9277068467790287,0.9150743099787686,0.9170212765957447,40,39,0.030802603036876357,0.0
alpha->beta,population,review,108,6,2305,470,0.8876084047821001,0.9201327181520632,0.906054279749478,0.9234042553191489,45,36,0.03210412147505423,0.0
alpha->beta,population,review,108,7,2305,470,0.8906364968384699,0.9193598761030904,0.8732673267326733,0.9382978723404255,64,29,0.0316702819956616,0.0
alpha->beta,population,review,108,8,2305,470,0.8967148834919475,0.9296741546910433,0.8985507246376812,0.9234042553191489,49,36,0.0368763557483731,0.0
alpha->beta,population,review,108,9,2305,470,0.8871636847120347,0.9178003170067498,0.9045643153526971,0.9276595744680851,46,34,0.030802603036876357,0.0
alpha->beta,population,review,108,10,2305,470,0.8854683918699026,0.9162180536613014,0.8952772073921971,0.9276595744680851,51,34,0.03470715835140998,0.0
alpha->beta,population,review,108,11,2305,470,0.8834373369535314,0.9145267097736095,0.889795918367347,0.9276595744680851,54,34,0.031236442516268982,0.0
alpha->beta,population,review,108,12,2305,470,0.8772973320502035,0.9190939561526927,0.9050632911392406,0.9127659574468086,45,41,0.031236442516268982,0.0
alpha->beta,population,review,108,13,2305,470,0.8977443089740509,0.935680293466992,0.9148936170212766,0.9148936170212766,40,40,0.0334056399132321,0.0
alpha->beta,population,review,108,14,2305,470,0.8883975189570503,0.9184164091699685,0.893223819301848,0.925531914893617,52,35,0.03297180043383948,0.0
alpha->beta,population,review,108,15,2305,470,0.8843769289479373,0.9193573347913144,0.8925619834710744,0.9191489361702128,52,38,0.03253796095444685,0.0
alpha->beta,population,review,108,16,2305,470,0.8874512425076485,0.9200803852220086,0.8985507246376812,0.9234042553191489,49,36,0.0316702819956616,0.0
alpha->beta,population,review,108,17,2305,470,0.8931766280282399,0.9200173398983365,0.8784860557768924,0.9382978723404255,61,29,0.03557483731019523,0.0
alpha->beta,population,review,108,18,2305,470,0.8931997337979183,0.9287951064056224,0.9245689655172413,0.9127659574468086,35,41,0.0334056399132321,0.0
alpha->beta,population,review,108,19,2305,470,0.8914784822494963,0.9242574757293938,0.9157894736842105,0.925531914893617,40,35,0.03383947939262473,0.0
alpha->beta,station,random,9,0,2233,455,0.8759719773177279,0.8969070829235825,0.7298657718120806,0.9560439560439561,161,20,0.03090013434841021,3.0
alpha->beta,station,random,9,1,2233,453,0.880943649096541,0.899703403633213,0.8449612403100775,0.9624724061810155,80,17,0.09628302731751008,1.0
alpha->beta,station,random,9,2,2233,449,0.8715950081583895,0.8967157105454541,0.7719928186714542,0.9576837416481069,127,19,0.06180026869682042,3.0
alpha->beta,station,random,9,3,2233,456,0.881518116224938,0.899240064604742,0.8279773156899811,0.9605263157894737,91,18,0.02104791759964174,4.0
alpha->beta,station,random,9,4,2233,450,0.8893877465228709,0.9204173339116061,0.7721518987341772,0.9488888888888889,126,23,0.036274070756829375,3.0
alpha->beta,station,random,9,5,2233,454,0.8790885407244438,0.9184597144512199,0.7867203219315896,0.8612334801762115,106,63,0.08060904612628751,3.0
alpha->beta,station,random,9,6,2233,453,0.8706962587302359,0.9106000057404152,0.8721973094170403,0.8587196467991169,57,64,0.03761755485893417,3.0
alpha->beta,station,random,9,7,2233,451,0.8744018473896388,0.9023439954728757,0.8467741935483871,0.9312638580931264,76,31,0.10165696372592924,3.0
alpha->beta,station,random,9,8,2233,457,0.8651626381474822,0.9409173897957214,0.8336798336798337,0.8774617067833698,80,56,0.04254366323331841,3.0
alpha->beta,station,random,9,9,2233,453,0.87683693048912,0.8995658616226448,0.7486725663716814,0.9337748344370861,142,30,0.025526197939991044,4.0
alpha->beta,station,random,9,10,2233,452,0.8892014646565504,0.9125939715434364,0.8586065573770492,0.9269911504424779,69,33,0.025974025974025976,3.0
alpha->beta,station,random,9,11,2233,453,0.8911042089511444,0.921338361614651,0.72,0.9536423841059603,168,21,0.06762203313927452,3.0
alpha->beta,station,random,9,12,2233,452,0.8748305783718103,0.8858843486841401,0.7331136738056013,0.9845132743362832,162,7,0.054187192118226604,4.0
alpha->beta,station,random,9,13,2233,453,0.8623902181704836,0.8854715790142238,0.6964856230031949,0.9624724061810155,190,17,0.06314375279892522,4.0
alpha->beta,station,random,9,14,2233,460,0.8462899208293548,0.9431826666984638,0.8438818565400844,0.8695652173913043,74,60,0.06359158083296014,3.0
alpha->beta,station,random,9,15,2233,456,0.8801243617691199,0.9205460559481481,0.879746835443038,0.9144736842105263,57,39,0.02910882221227049,2.0
alpha->beta,station,random,9,16,2233,455,0.866858276274563,0.9434140804744539,0.8082474226804124,0.8615384615384616,93,63,0.041648007165248545,4.0
alpha->beta,station,random,9,17,2233,454,0.8813305041465277,0.8960146813775504,0.7963963963963964,0.973568281938326,113,12,0.02821316614420063,3.0
alpha->beta,station,random,9,18,2233,457,0.8738401515095873,0.9400331630814167,0.8381742738589212,0.8840262582056893,78,53,0.0600089565606807,3.0
alpha->beta,station,random,9,19,2233,456,0.8897569129632884,0.9063170247680176,0.7391304347826086,0.9692982456140351,156,14,0.06224809673085535,3.0
alpha->beta,station,random,18,0,2161,439,0.8799585063570261,0.8981229103934694,0.8509316770186336,0.9362186788154897,72,28,0.10273021749190189,3.0
alpha->beta,station,random,18,1,2161,442,0.893020757966909,0.9331018328826856,0.8236514522821576,0.8981900452488688,85,45,0.06894956038870893,1.0
alpha->beta,station,random,18,2,2161,437,0.8820633574568982,0.938180315235248,0.9035294117647059,0.8787185354691075,41,53,0.04951411383618695,2.0
alpha->beta,station,random,18,3,2161,438,0.9012164477389633,0.9363182169493584,0.888641425389755,0.910958904109589,50,39,0.03007866728366497,3.0
alpha->beta,station,random,18,4,2161,432,0.8812355263674446,0.9025944257185724,0.7730923694779116,0.8912037037037037,113,47,0.04072188801480796,4.0
