direction,level,design,k,draw,n_days,n_rpf,energy_iou,energy_precision,day_precision,sure_day_recall,fp,fn,rate_uncertain,single_class_stations
beta->alpha,population,random,9,14,10425,3381,0.8746068658534668,0.8981530694119894,0.9877750611246944,0.8364389233954451,35,553,0.14014388489208632,0.0
beta->alpha,population,random,9,15,10425,3381,0.8754081383891342,0.8996294966392927,0.9900814736096352,0.8266784974859509,28,586,0.1289208633093525,0.0
beta->alpha,population,random,9,16,10425,3381,0.8741695618358518,0.8969599554615613,0.986731843575419,0.8358473824312334,38,555,0.06762589928057554,0.0
beta->alpha,population,random,9,17,10425,3381,0.874239858008123,0.8975144511000294,0.9884937238493724,0.8385093167701864,33,546,0.03242206235011991,0.0
beta->alpha,population,random,9,18,10425,3381,0.8735003643257578,0.8957358494980021,0.9868147120055517,0.8411712511091393,38,537,0.12853717026378897,0.0
beta->alpha,population,random,9,19,10425,3381,0.8704442585923354,0.9068257695367218,0.9869402985074627,0.782312925170068,35,736,0.07280575539568346,1.0
beta->alpha,population,random,18,0,10425,3381,0.8739397470829874,0.8952503622621131,0.9871317304436167,0.8621709553386572,38,466,0.025611510791366907,0.0
beta->alpha,population,random,18,1,10425,3381,0.8742749555906998,0.8953896157645108,0.9847023611572996,0.8757763975155279,46,420,0.06781774580335731,0.0
beta->alpha,population,random,18,2,10425,3381,0.8733832668946804,0.8987120254056856,0.9856943475226797,0.8355516119491275,41,556,0.029832134292565947,0.0
beta->alpha,population,random,18,3,10425,3381,0.8728855577020209,0.8940332754926321,0.9827127659574468,0.8742975451049986,52,425,0.06321342925659472,0.0
beta->alpha,population,random,18,4,10425,3381,0.875099261484161,0.8977871154629367,0.9831309041835358,0.8618751848565513,50,467,0.02657074340527578,0.0
beta->alpha,population,random,18,5,10425,3381,0.8705351186945937,0.8903308604119817,0.9813114754098361,0.8852410529429163,57,388,0.032709832134292564,0.0
beta->alpha,population,random,18,6,10425,3381,0.8705989652687416,0.8910733003076262,0.9817053250571709,0.8887902987281869,56,376,0.16920863309352518,0.0
beta->alpha,population,random,18,7,10425,3381,0.8742514922276609,0.8962004376568304,0.9857288481141692,0.8580301685891748,42,480,0.028585131894484413,0.0
beta->alpha,population,random,18,8,10425,3381,0.8722748749956692,0.8927210683953198,0.9829145728643216,0.867790594498669,51,447,0.12834532374100718,0.0
beta->alpha,population,random,18,9,10425,3381,0.8771446348199817,0.9004318797344983,0.9904929577464788,0.8320023661638568,27,568,0.026474820143884893,0.0
beta->alpha,population,random,18,10,10425,3381,0.8740650242632549,0.8961233089456464,0.9856508370345063,0.8532978408754807,42,496,0.02685851318944844,0.0
beta->alpha,population,random,18,11,10425,3381,0.8742514404009329,0.8971127384186937,0.9832707408671901,0.8518189884649512,49,501,0.04326139088729017,0.0
beta->alpha,population,random,18,12,10425,3381,0.8733334182158641,0.8956867287568165,0.9856065798492117,0.8506359065365277,42,505,0.029448441247002397,0.0
beta->alpha,population,random,18,13,10425,3381,0.8699912134992196,0.8897776191349629,0.979518855656697,0.891156462585034,63,368,0.06657074340527577,0.0
beta->alpha,population,random,18,14,10425,3381,0.8737113482302634,0.8968102529473386,0.9823489477257298,0.8559597752144336,52,487,0.03414868105515587,0.0
beta->alpha,population,random,18,15,10425,3381,0.876262753652946,0.8990699574124099,0.9899445214979196,0.844424726412304,29,526,0.03184652278177458,0.0
beta->alpha,population,random,18,16,10425,3381,0.8699033688605493,0.890347608529598,0.9819257311863293,0.8837622005323869,55,393,0.033189448441247,0.0
beta->alpha,population,random,18,17,10425,3381,0.8779103529228182,0.9016667486442322,0.9891948414081562,0.839396628216504,31,543,0.03117505995203837,0.0
beta->alpha,population,random,18,18,10425,3381,0.8632668302121226,0.9096227550967476,0.985837922895358,0.7412008281573499,36,875,0.04767386091127098,0.0
beta->alpha,population,random,18,19,10425,3381,0.8712288906601793,0.8923973432054859,0.9814015277316506,0.8740017746228926,56,426,0.12211031175059953,0.0
beta->alpha,population,random,27,0,10425,3381,0.8709578749521429,0.8914785583920256,0.9834656084656085,0.8796214137829045,50,407,0.02657074340527578,0.0
beta->alpha,population,random,27,1,10425,3381,0.8732556741436469,0.9008569545628414,0.9830742659758204,0.841762792073351,49,535,0.03904076738609113,0.0
beta->alpha,population,random,27,2,10425,3381,0.8775234409440466,0.901076806701924,0.9898174157303371,0.8337769890564921,29,562,0.02935251798561151,0.0
beta->alpha,population,random,27,3,10425,3381,0.8728317480402727,0.8947119652858382,0.984646878198567,0.8535936113575865,45,495,0.025035971223021584,0.0
beta->alpha,population,random,27,4,10425,3381,0.8718414912709377,0.895760206955414,0.9792155548105934,0.8639455782312925,62,460,0.07884892086330936,0.0
beta->alpha,population,random,27,5,10425,3381,0.8713423103870727,0.8922096756724099,0.9837317397078353,0.8763679384797397,49,418,0.0234052757793765,0.0
beta->alpha,population,random,27,6,10425,3381,0.8760994629852251,0.8986233915752568,0.9882960413080895,0.8491570541259982,34,510,0.027146282973621105,0.0
beta->alpha,population,random,27,7,10425,3381,0.8711404636620085,0.892016139286542,0.9839946648882961,0.8728186926944691,48,430,0.02973621103117506,0.0
beta->alpha,population,random,27,8,10425,3381,0.8739866537607869,0.8957977303832049,0.9845689365984569,0.868086364980775,46,446,0.15290167865707435,0.0
beta->alpha,population,random,27,9,10425,3381,0.873827707732656,0.8955236198084677,0.9868109570510653,0.8630582667849749,39,463,0.02158273381294964,0.0
beta->alpha,population,random,27,10,10425,3381,0.8721184827338233,0.893983463165693,0.9830680663731798,0.8586217095533866,50,478,0.031654676258992806,0.0
beta->alpha,population,random,27,11,10425,3381,0.8715778266138803,0.8923372339032821,0.9831293417135296,0.8790298728186927,51,409,0.03184652278177458,0.0
beta->alpha,population,random,27,12,10425,3381,0.8614751584982615,0.909005766368129,0.9842433125687065,0.7944395149364093,43,695,0.04364508393285372,0.0
beta->alpha,population,random,27,13,10425,3381,0.8713437563974505,0.8927384436673238,0.9828629032258065,0.865128660159716,51,456,0.02906474820143885,0.0
beta->alpha,population,random,27,14,10425,3381,0.8706003714079251,0.8912963634244492,0.98369384359401,0.8742975451049986,49,425,0.029544364508393286,0.0
beta->alpha,population,random,27,15,10425,3381,0.8752996070436844,0.8972760177367771,0.9851351351351352,0.8624667258207631,44,465,0.035299760191846524,0.0
beta->alpha,population,random,27,16,10425,3381,0.871685479624917,0.8926816789256287,0.9862462260986247,0.8695652173913043,41,441,0.030119904076738608,0.0
beta->alpha,population,random,27,17,10425,3381,0.8699179294932494,0.8905102760753522,0.9790232710586693,0.883466430050281,64,394,0.04402877697841727,0.0
beta->alpha,population,random,27,18,10425,3381,0.8758685219374616,0.8982086652265223,0.9889883000688231,0.8500443655723159,32,507,0.02724220623501199,0.0
beta->alpha,population,random,27,19,10425,3381,0.8721566500713522,0.8924967351611622,0.9815607507408627,0.8816918071576456,56,400,0.03664268585131895,0.0
beta->alpha,population,random,54,0,10425,3381,0.871218615406681,0.8921124774050517,0.9839946648882961,0.8728186926944691,48,430,0.0286810551558753,0.0
beta->alpha,population,random,54,1,10425,3381,0.8702430741439885,0.8909559243668042,0.982473544973545,0.8787341023365868,53,410,0.03175059952038369,0.0
beta->alpha,population,random,54,2,10425,3381,0.8729322243465485,0.8958510745002969,0.9861207494795281,0.8405797101449275,40,539,0.028489208633093524,0.0
beta->alpha,population,random,54,3,10425,3381,0.8714814720026313,0.8923580457361142,0.9840213049267643,0.8742975451049986,48,425,0.02158273381294964,0.0
beta->alpha,population,random,54,4,10425,3381,0.8725947614706293,0.8943766626593531,0.9835790884718498,0.868086364980775,49,446,0.026282973621103118,0.0
beta->alpha,population,random,54,5,10425,3381,0.8707419258956749,0.8910776020192748,0.9825543120473996,0.8828748890860693,53,396,0.02896882494004796,0.0
beta->alpha,population,random,54,6,10425,3381,0.8720711845614303,0.8943368025068834,0.9864038069340585,0.8583259390712807,40,479,0.03376498800959232,0.0
beta->alpha,population,random,54,7,10425,3381,0.871779799726315,0.8926890161046275,0.9849899933288859,0.8734102336586809,45,428,0.028297362110311752,0.0
beta->alpha,population,random,54,8,10425,3381,0.8719131077578178,0.8928622527447847,0.9838016528925619,0.8802129547471162,49,405,0.02896882494004796,0.0
beta->alpha,population,random,54,9,10425,3381,0.8708107329923523,0.8907974398531296,0.9812684850476503,0.8831706595681751,57,395,0.030023980815347722,0.0
beta->alpha,population,random,54,10,10425,3381,0.8708613669928832,0.891496175046441,0.9841531858699241,0.8816918071576456,48,400,0.0286810551558753,0.0
beta->alpha,population,random,54,11,10425,3381,0.8745507834961741,0.8963685686434899,0.9851200541088941,0.8615794143744454,44,468,0.03251798561151079,0.0
beta->alpha,population,random,54,12,10425,3381,0.8729188078438723,0.8951505445065829,0.9859154929577465,0.8488612836438924,41,511,0.024172661870503598,0.0
beta->alpha,population,random,54,13,10425,3381,0.8713381430031673,0.8922785388730873,0.9852596314907873,0.8698609878734103,44,440,0.023117505995203836,0.0
beta->alpha,population,random,54,14,10425,3381,0.8729038111877622,0.8940608526940758,0.9814753556070129,0.8775510204081632,56,414,0.03213429256594724,0.0
beta->alpha,population,random,54,15,10425,3381,0.8710678936402462,0.8915037874011721,0.9838230439088809,0.8813960366755398,49,401,0.02973621103117506,0.0
beta->alpha,population,random,54,16,10425,3381,0.868602775404663,0.8887145496696948,0.981342062193126,0.8867199053534457,57,383,0.03050359712230216,0.0
beta->alpha,population,random,54,17,10425,3381,0.8714870329501999,0.8917004006215342,0.9822075782537067,0.8816918071576456,54,400,0.031654676258992806,0.0
beta->alpha,population,random,54,18,10425,3381,0.8713948077025003,0.8932878468776541,0.9853542234332425,0.8556640047323277,43,488,0.032326139088729014,0.0
beta->alpha,population,random,54,19,10425,3381,0.8712241267121333,0.8919628234928073,0.9859766277128548,0.8734102336586809,42,428,0.023501199040767386,0.0
beta->alpha,population,random,108,0,10425,3381,0.8714161484884104,0.8915859270606369,0.9818780889621087,0.8813960366755398,55,401,0.02551558752997602,0.0
beta->alpha,population,random,108,1,10425,3381,0.8709277989864069,0.8915477925717761,0.9828269484808454,0.8802129547471162,52,405,0.025323741007194246,0.0
beta->alpha,population,random,108,2,10425,3381,0.8714557788156649,0.8922584120783439,0.9831683168316832,0.8811002661934338,51,402,0.028009592326139088,0.0
beta->alpha,population,random,108,3,10425,3381,0.8714362184627551,0.8921748505191058,0.9840848806366048,0.8778467908902692,48,413,0.02235011990407674,0.0
beta->alpha,population,random,108,4,10425,3381,0.8708184477545104,0.8913452387042157,0.9828439458924447,0.8811002661934338,52,402,0.02292565947242206,0.0
beta->alpha,population,random,108,5,10425,3381,0.871538031665639,0.8921349349114663,0.9817336433078712,0.8742975451049986,55,425,0.032709832134292564,0.0
beta->alpha,population,random,108,6,10425,3381,0.8703704993356506,0.8910406871914457,0.9828099173553719,0.8793256433007985,52,408,0.02685851318944844,0.0
beta->alpha,population,random,108,7,10425,3381,0.8703453453252994,0.8906660430946215,0.9832292009207497,0.8843537414965986,51,391,0.027338129496402876,0.0
beta->alpha,population,random,108,8,10425,3381,0.8711621359351324,0.8918819846481759,0.9824619457313037,0.878142561372375,53,412,0.022446043165467625,0.0
beta->alpha,population,random,108,9,10425,3381,0.8744437158267475,0.8962148953895636,0.9870748299319728,0.8583259390712807,38,479,0.024268585131894484,0.0
beta->alpha,population,random,108,10,10425,3381,0.8707031533205347,0.8911085115449681,0.9832126398946676,0.883466430050281,51,394,0.02896882494004796,0.0
beta->alpha,population,random,108,11,10425,3381,0.870633438834025,0.8909882337642765,0.9835634451019066,0.8849452824608104,50,389,0.026282973621103118,0.0
beta->alpha,population,random,108,12,10425,3381,0.870656781654358,0.890834692312053,0.9823066841415465,0.8867199053534457,54,383,0.028393285371702638,0.0
beta->alpha,population,random,108,13,10425,3381,0.8709391458038837,0.8917126279752221,0.9844319311030142,0.8790298728186927,47,409,0.02906474820143885,0.0
beta->alpha,population,random,108,14,10425,3381,0.8716185107852757,0.8922452414633617,0.9847833278200463,0.8805087252292221,46,404,0.027050359712230215,0.0
beta->alpha,population,random,108,15,10425,3381,0.8700740384909083,0.8903813432560282,0.9810022928267278,0.8858325939071281,58,386,0.033189448441247,0.0
beta->alpha,population,random,108,16,10425,3381,0.870493612288969,0.8912775169459854,0.9827185111332669,0.8745933155871044,52,424,0.026762589928057554,0.0
beta->alpha,population,random,108,17,10425,3381,0.872602548767052,0.8935160747203956,0.9853137516688919,0.8731144631765749,44,429,0.02513189448441247,0.0
beta->alpha,population,random,108,18,10425,3381,0.8730272894423936,0.8943884753315448,0.9852497485752598,0.8692694469091985,44,442,0.026762589928057554,0.0
beta->alpha,population,random,108,19,10425,3381,0.8713033365396581,0.8919631526743863,0.9828155981493721,0.8796214137829045,52,407,0.02484412470023981,0.0
beta->alpha,population,review,9,0,10425,3381,0.8714384502382103,0.8922274620073797,0.9843489843489843,0.8742975451049986,47,425,0.028585131894484413,1.0
beta->alpha,population,review,9,1,10425,3381,0.8718230316910139,0.8930078006235775,0.9858870967741935,0.867790594498669,42,447,0.021390887290167866,0.0
beta->alpha,population,review,9,2,10425,3381,0.8747101956973593,0.8968478132515647,0.9883760683760684,0.855072463768116,34,490,0.027913669064748202,0.0
beta->alpha,population,review,9,3,10425,3381,0.8727419027747852,0.8931276625114671,0.9821251241310824,0.8775510204081632,54,414,0.05630695443645084,0.0
beta->alpha,population,review,9,4,10425,3381,0.8716303237523513,0.8919794547353722,0.9824619457313037,0.878142561372375,53,412,0.02762589928057554,0.0
beta->alpha,population,review,9,5,10425,3381,0.8702932688181385,0.8906886233762427,0.9816333224007872,0.8852410529429163,56,388,0.02964028776978417,0.0
beta->alpha,population,review,9,6,10425,3381,0.8722335695845953,0.8936640291733549,0.9864910503208375,0.8639455782312925,40,460,0.021774580335731417,0.0
beta->alpha,population,review,9,7,10425,3381,0.8717070118419308,0.8946977439923767,0.9850034083162917,0.85477669328601,44,491,0.05103117505995204,1.0
beta->alpha,population,review,9,8,10425,3381,0.8729456953177701,0.8943134757460586,0.9871794871794872,0.865424430641822,38,455,0.02158273381294964,0.0
beta->alpha,population,review,9,9,10425,3381,0.8719677676062313,0.8927224821979137,0.9831849653808111,0.8819875776397516,51,399,0.13189448441247004,0.0
beta->alpha,population,review,9,10,10425,3381,0.8718506189837949,0.8930410255842707,0.9859013091641491,0.8686779059449867,42,444,0.02685851318944844,0.0
beta->alpha,population,review,9,11,10425,3381,0.8706133621794171,0.8915362353627699,0.9837855724685639,0.8793256433007985,49,408,0.05726618705035971,0.0
beta->alpha,population,review,9,12,10425,3381,0.8747917249863406,0.896949916675999,0.9880260006842285,0.8541851523217983,35,493,0.02446043165467626,1.0
beta->alpha,population,review,9,13,10425,3381,0.8705336351957299,0.8914364668368038,0.9837533156498673,0.8775510204081632,49,414,0.025323741007194246,0.0
beta->alpha,population,review,9,14,10425,3381,0.8709611441767798,0.8914665297209206,0.984457671957672,0.8805087252292221,47,404,0.050167865707434055,0.0
beta->alpha,population,review,9,15,10425,3381,0.8718878094266798,0.8951065981812665,0.986878453038674,0.8453120378586217,38,523,0.02724220623501199,1.0
beta->alpha,population,review,9,16,10425,3381,0.872290216208605,0.8928129846637638,0.9823509823509824,0.8725229222123632,53,431,0.04163069544364508,1.0
beta->alpha,population,review,9,17,10425,3381,0.8726874324315229,0.8947339859022401,0.982573726541555,0.8671990535344573,52,449,0.09189448441247003,0.0
beta->alpha,population,review,9,18,10425,3381,0.8699606446147554,0.89034803040618,0.981639344262295,0.8855368234250222,56,387,0.03779376498800959,0.0
beta->alpha,population,review,9,19,10425,3381,0.8716913121864219,0.8946286561517967,0.9869100930072339,0.8473824312333629,38,516,0.02541966426858513,1.0
beta->alpha,population,review,18,0,10425,3381,0.8724442351609125,0.8941785084301693,0.9837177747625508,0.8577343981070689,48,481,0.10148681055155875,0.0
beta->alpha,population,review,18,1,10425,3381,0.8731344617429113,0.8948328465686549,0.9832878581173261,0.8527062999112689,49,498,0.038465227817745806,0.0
beta->alpha,population,review,18,2,10425,3381,0.8712478930588649,0.8936634089589515,0.9811954331766286,0.8642413487133984,56,459,0.07482014388489208,0.0
beta->alpha,population,review,18,3,10425,3381,0.8710542396846965,0.8916194409681338,0.9803471994759253,0.8852410529429163,60,388,0.056594724220623505,0.0
beta->alpha,population,review,18,4,10425,3381,0.8715603782183892,0.8926314348274924,0.9853137516688919,0.8731144631765749,44,429,0.03117505995203837,0.0
beta->alpha,population,review,18,5,10425,3381,0.8740507755907861,0.8955310845975041,0.9839411174305788,0.8698609878734103,48,440,0.039904076738609115,0.0
beta->alpha,population,review,18,6,10425,3381,0.8720470342978183,0.8933091561649424,0.9826782145236509,0.8725229222123632,52,431,0.04239808153477218,0.0
beta->alpha,population,review,18,7,10425,3381,0.8707139536734945,0.891065028504399,0.9829396325459318,0.8861283643892339,52,385,0.041918465227817746,0.0
beta->alpha,population,review,18,8,10425,3381,0.8709889805221115,0.8920646149973521,0.9843437708194537,0.8740017746228926,47,426,0.04585131894484412,0.0
beta->alpha,population,review,18,9,10425,3381,0.8709454160005554,0.8913364385897157,0.9822192953572605,0.8822833481218575,54,398,0.049592326139088726,0.0
beta->alpha,population,review,18,10,10425,3381,0.8687572523719896,0.8888693877666218,0.9796050501780511,0.8950014788524105,63,355,0.0815347721822542,0.0
beta->alpha,population,review,18,11,10425,3381,0.870802783421623,0.8918109450443006,0.983016983016983,0.8731144631765749,51,429,0.02935251798561151,0.0
beta->alpha,population,review,18,12,10425,3381,0.8745812030648912,0.8966487497379743,0.9880423641954219,0.8553682342502218,35,489,0.03261390887290168,0.0
beta->alpha,population,review,18,13,10425,3381,0.8712125938382688,0.8918089674464634,0.9834327369118622,0.8778467908902692,50,413,0.023213429256594725,0.0
beta->alpha,population,review,18,14,10425,3381,0.8759021053290783,0.8994393625891097,0.9891608391608392,0.8367346938775511,31,552,0.030119904076738608,0.0
beta->alpha,population,review,18,15,10425,3381,0.871287285929604,0.8921943007381892,0.9820598006644519,0.8742975451049986,54,425,0.026091127098321343,0.0
beta->alpha,population,review,18,16,10425,3381,0.8700862925531522,0.8906183052365425,0.9843801927550682,0.8760721679976339,47,419,0.02935251798561151,0.0
beta->alpha,population,review,18,17,10425,3381,0.8707214306827222,0.8915876897159872,0.9833776595744681,0.8748890860692103,50,423,0.025707434052757792,0.0
beta->alpha,population,review,18,18,10425,3381,0.8719026946450665,0.8927893673463997,0.9840425531914894,0.8754806270334221,48,421,0.03050359712230216,0.0
beta->alpha,population,review,18,19,10425,3381,0.8704508001988144,0.8909610700778804,0.9847732538894406,0.8799171842650103,46,406,0.030119904076738608,0.0
beta->alpha,population,review,27,0,10425,3381,0.8708931321487899,0.8914379642411598,0.9841479524438573,0.8813960366755398,48,401,0.02330935251798561,0.0
beta->alpha,population,review,27,1,10425,3381,0.8721389502877692,0.8932518461922117,0.9852596314907873,0.8698609878734103,44,440,0.02023980815347722,0.0
beta->alpha,population,review,27,2,10425,3381,0.8728616770154899,0.8946435752882719,0.9867075664621677,0.8562555456965395,39,486,0.04479616306954436,0.0
beta->alpha,population,review,27,3,10425,3381,0.8714051074634678,0.8922464564193056,0.984457671957672,0.8805087252292221,47,404,0.034244604316546766,0.0
beta->alpha,population,review,27,4,10425,3381,0.8699861233567993,0.8903569703323928,0.9823298429319371,0.8879029872818692,54,379,0.048729016786570746,0.0
beta->alpha,population,review,27,5,10425,3381,0.8719111319208409,0.8931168916004457,0.9848688634835239,0.8663117420881397,45,452,0.029160671462829735,0.0
beta->alpha,population,review,27,6,10425,3381,0.8718181730046095,0.8924023847827086,0.9823008849557522,0.8864241348713399,54,384,0.047961630695443645,0.0
beta->alpha,population,review,27,7,10425,3381,0.8717025831954447,0.8922074318733816,0.9823215476984657,0.8710440698018338,53,436,0.028201438848920863,0.0
beta->alpha,population,review,27,8,10425,3381,0.8722449419341889,0.8936463418720888,0.9855656260490098,0.8683821354628808,43,445,0.022541966426858514,0.0
