weight_id,search_origin,weight_F1,weight_F3,weight_F4,excluded_outer_substation,inner_substations,inner_macro_precision,inner_macro_recall,inner_macro_f1,inner_pooled_tp,inner_pooled_fp,inner_pooled_fn,mean_inner_threshold,minimum_inner_threshold,maximum_inner_threshold,selection_context
weight_0090,grid,0.30000000000000004,0.5,0.2,beta_A,7,0.5955902318051896,0.6455922005165703,0.609986898209969,368,86,77,0.51933182988848,0.5132511854171753,0.522516667842865,outer_holdout_beta_A
weight_0091,grid,0.30000000000000004,0.55,0.15000000000000002,beta_A,7,0.5819168435349242,0.6322256902761103,0.5939094083867846,361,97,84,0.5024643284933907,0.500586748123169,0.5072817802429199,outer_holdout_beta_A
weight_0092,grid,0.30000000000000004,0.6000000000000001,0.1,beta_A,7,0.548024995513232,0.6246487443462233,0.5679030956383441,359,121,86,0.4808913256440844,0.4627131223678589,0.4929064214229584,outer_holdout_beta_A
weight_0093,grid,0.30000000000000004,0.65,0.05,beta_A,7,0.5386602037721626,0.6189901415111498,0.5586592222883227,352,121,93,0.46798323733466013,0.45694780349731445,0.4730333685874939,outer_holdout_beta_A
weight_0094,grid,0.35000000000000003,0.05,0.6000000000000001,beta_A,7,0.673674282832889,0.6510196078431373,0.6399658084370825,367,49,78,0.7959198270525251,0.7211166620254517,0.8095748424530029,outer_holdout_beta_A
weight_0095,grid,0.35000000000000003,0.1,0.55,beta_A,7,0.6898160350869711,0.6667561327561328,0.6631290927309532,377,45,68,0.7477138979094369,0.7381187677383423,0.7524968981742859,outer_holdout_beta_A
weight_0096,grid,0.35000000000000003,0.15000000000000002,0.5,beta_A,7,0.703172301812354,0.6633275613275613,0.6695158972994469,374,42,71,0.7045790212494987,0.7026408910751343,0.7155183553695679,outer_holdout_beta_A
weight_0097,grid,0.35000000000000003,0.2,0.45,beta_A,7,0.6142260138946601,0.6578149562855444,0.6016919558656892,372,91,73,0.6407581227166312,0.5554139018058777,0.686664342880249,outer_holdout_beta_A
weight_0098,grid,0.35000000000000003,0.25,0.4,beta_A,7,0.6147154058212939,0.6657708174178761,0.6064337839016581,376,93,69,0.5954960754939488,0.4989267587661743,0.6345939636230469,outer_holdout_beta_A
weight_0099,grid,0.35000000000000003,0.30000000000000004,0.35000000000000003,beta_A,7,0.6320981277126235,0.6541928528987352,0.6142442353733065,370,77,75,0.5874857221330915,0.517447829246521,0.6162970066070557,outer_holdout_beta_A
weight_0100,grid,0.35000000000000003,0.35000000000000003,0.30000000000000004,beta_A,7,0.5925936972909023,0.6613453866395043,0.6076196056575316,377,89,68,0.5342998078891209,0.5073874592781067,0.5807216167449951,outer_holdout_beta_A
weight_0101,grid,0.35000000000000003,0.4,0.25,beta_A,7,0.5837592097599656,0.6771113051281119,0.6184752060870272,398,96,47,0.5016056299209595,0.4957466125488281,0.5273396968841553,outer_holdout_beta_A
weight_0102,grid,0.35000000000000003,0.45,0.2,beta_A,7,0.5672023929741047,0.6579388361405167,0.5988127076524512,389,110,56,0.4699101618358067,0.4538462162017822,0.504933774471283,outer_holdout_beta_A
weight_0103,grid,0.35000000000000003,0.5,0.15000000000000002,beta_A,7,0.5825152086736806,0.684175488377169,0.6175992211903674,383,104,62,0.45955788663455416,0.4515102803707123,0.4630447030067444,outer_holdout_beta_A
weight_0104,grid,0.35000000000000003,0.55,0.1,beta_A,7,0.564779388056699,0.6734445050747572,0.6028309936077287,384,118,61,0.4321708381175995,0.4239674508571625,0.452679306268692,outer_holdout_beta_A
weight_0105,grid,0.35000000000000003,0.6000000000000001,0.05,beta_A,7,0.5673614502436558,0.6550929220172917,0.5963471449185735,373,108,72,0.4333392764840807,0.43321335315704346,0.4340948164463043,outer_holdout_beta_A
weight_0106,grid,0.4,0.05,0.55,beta_A,7,0.6572719889962172,0.6537304133774722,0.631836135263822,367,65,78,0.7712614195687431,0.6896905899047852,0.7960174083709717,outer_holdout_beta_A
weight_0107,grid,0.4,0.1,0.5,beta_A,7,0.6875885274089838,0.6706552924199983,0.6641879923583268,379,47,66,0.7237256424767631,0.7140905857086182,0.729999303817749,outer_holdout_beta_A
weight_0108,grid,0.4,0.15000000000000002,0.45,beta_A,7,0.6942386588546787,0.6681760461760461,0.6670981330921908,378,43,67,0.677259019442967,0.6683207750320435,0.6878024935722351,outer_holdout_beta_A
weight_0109,grid,0.4,0.2,0.4,beta_A,7,0.6087156839020194,0.6673611747729395,0.6024943133644871,378,97,67,0.6011611563818795,0.4971444606781006,0.6430338621139526,outer_holdout_beta_A
weight_0110,grid,0.4,0.25,0.35000000000000003,beta_A,7,0.6151041262894215,0.6554783125371361,0.6011288642684877,369,91,76,0.5794636692319598,0.46769285202026367,0.6266117691993713,outer_holdout_beta_A
weight_0111,grid,0.4,0.30000000000000004,0.30000000000000004,beta_A,7,0.6241132989166723,0.6513693234869705,0.6044556558366568,368,85,77,0.5478585277284894,0.47197777032852173,0.6048506498336792,outer_holdout_beta_A
weight_0112,grid,0.4,0.35000000000000003,0.25,beta_A,7,0.6244525433783744,0.6553357100415924,0.6095183482160744,371,83,74,0.5248962470463344,0.4430083632469177,0.5576514005661011,outer_holdout_beta_A
weight_0113,grid,0.4,0.4,0.2,beta_A,7,0.5797090725144806,0.7014798404210169,0.6213260670636505,406,112,39,0.44911016310964313,0.43701422214508057,0.5156623721122742,outer_holdout_beta_A
weight_0114,grid,0.4,0.45,0.15000000000000002,beta_A,7,0.575298602606628,0.6819665805716226,0.6143042718460422,400,108,45,0.4288599065371922,0.4285675883293152,0.43061381578445435,outer_holdout_beta_A
weight_0115,grid,0.4,0.5,0.1,beta_A,7,0.5590357150403867,0.6664222294978597,0.5961238561149701,391,118,54,0.40079509360449656,0.3809289038181305,0.4380512833595276,outer_holdout_beta_A
weight_0116,grid,0.4,0.55,0.05,beta_A,7,0.5537491622440041,0.6835473583372743,0.5982731644172007,384,119,61,0.3822576403617859,0.34798091650009155,0.3996275067329407,outer_holdout_beta_A
weight_0117,grid,0.45,0.05,0.5,beta_A,7,0.6859894581701284,0.6575324675324675,0.6547796541372481,372,45,73,0.761550281729017,0.7474388480186462,0.7646627426147461,outer_holdout_beta_A
weight_0118,grid,0.45,0.1,0.45,beta_A,7,0.673237731218105,0.6499507681860622,0.642021891567332,365,51,80,0.7070801683834621,0.6887598633766174,0.7247822284698486,outer_holdout_beta_A
weight_0119,grid,0.45,0.15000000000000002,0.4,beta_A,7,0.6895378556280811,0.6586889058653764,0.6572170247409309,369,46,76,0.6578678573880877,0.6460182666778564,0.6789988279342651,outer_holdout_beta_A
weight_0120,grid,0.45,0.2,0.35000000000000003,beta_A,7,0.6081770033843767,0.6684368050250403,0.6023048594376091,378,98,67,0.5665205546787807,0.4457676410675049,0.6205894947052002,outer_holdout_beta_A
weight_0121,grid,0.45,0.25,0.30000000000000004,beta_A,7,0.6130616578794184,0.6605203293438587,0.6024360362531624,372,93,73,0.549294284411839,0.4312976002693176,0.596714973449707,outer_holdout_beta_A
weight_0122,grid,0.45,0.30000000000000004,0.25,beta_A,7,0.6092426837669149,0.6643509039979628,0.6015184356803402,375,99,70,0.5022618855748858,0.3755902647972107,0.5559082627296448,outer_holdout_beta_A
weight_0123,grid,0.45,0.35000000000000003,0.2,beta_A,7,0.6220017740437642,0.6410836092012563,0.5962166347003419,359,89,86,0.499804036957877,0.40235745906829834,0.5598999261856079,outer_holdout_beta_A
weight_0124,grid,0.45,0.4,0.15000000000000002,beta_A,7,0.5535570498668098,0.6807067311773194,0.5899738239858742,385,126,60,0.401692522423608,0.36856892704963684,0.5330424904823303,outer_holdout_beta_A
weight_0125,grid,0.45,0.45,0.1,beta_A,7,0.5607839101295659,0.7031605126899245,0.6119421605609451,407,121,38,0.3694493089403425,0.36664098501205444,0.3795228898525238,outer_holdout_beta_A
weight_0126,grid,0.45,0.5,0.05,beta_A,7,0.5689544141840142,0.7193615385548159,0.6236492970216477,402,118,43,0.35393706815583365,0.32604357600212097,0.3589473366737366,outer_holdout_beta_A
weight_0127,grid,0.5,0.05,0.45,beta_A,7,0.6766979926034278,0.6514446990917578,0.6434893153309696,365,50,80,0.7408470170838493,0.7247203588485718,0.7617450952529907,outer_holdout_beta_A
weight_0128,grid,0.5,0.1,0.4,beta_A,7,0.6746524315055176,0.6541942110177404,0.6459649681549278,368,51,77,0.685306021145412,0.6685369610786438,0.6992512345314026,outer_holdout_beta_A
weight_0129,grid,0.5,0.15000000000000002,0.35000000000000003,beta_A,7,0.6861227025759045,0.6689746201510908,0.6619459448919703,378,47,67,0.6346523336001805,0.6256711483001709,0.636671781539917,outer_holdout_beta_A
weight_0130,grid,0.5,0.2,0.30000000000000004,beta_A,7,0.6763820470717022,0.6647474747474746,0.6531073994627512,375,54,70,0.5926924092429025,0.5715183019638062,0.598477840423584,outer_holdout_beta_A
