regime,variant,heldout_site,dataset,substation_id,date,confidence,true_day,score,pred_day,threshold,confidence_score,v03_selected_left_slot,v03_selected_right_slot,v03_selected_duration_h,F1_bridge_improvement,F2_roughness_improvement,F3_slope_continuity_improvement,F4_duration_plausibility,F5_n_height_ratio,F6_solar_strength_ratio,F7_solar_peak_alignment,F8_site_centered_core_score,F9_site_rank_core_score,true_start_slot,true_end_slot,true_start_time,true_end_time,pred_start_slot,pred_end_slot,pred_start_time,pred_end_time,day_group,weighted_F1_bridge_improvement,weighted_F2_roughness_improvement,weighted_F3_slope_continuity_improvement,weighted_F4_duration_plausibility,weighted_F5_n_height_ratio,weighted_F6_solar_strength_ratio,weighted_F7_solar_peak_alignment,weighted_F8_site_centered_core_score,weighted_F9_site_rank_core_score,recomputed_score,iou,iou_with_fp_fn_zero,start_error_minutes,end_error_minutes
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_B,beta,beta_B,2023-11-27,sure,True,3.3833761530504924,False,3.690327091222695,0.30695093817220265,42,62,5.25,-0.2160672120369141,-0.1889042895902523,0.8540329545162775,1.0,0.116439747768718,1.0,0.9285714285714286,-0.0324886627672783,-0.0437158469945355,41.0,56.0,10:15,14:00,42.0,62.0,10:30,15:30,FN_day,-0.2160672120369141,-0.28335643438537844,0.8540329545162775,1.0,0.116439747768718,1.0,0.9285714285714286,-0.01624433138363915,-0.0,3.3833761530504924,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_B,beta,beta_B,2023-12-28,sure,False,3.9193432623185136,True,3.690327091222695,0.2290161710958185,44,47,1.0,0.7234366155458762,0.0026628725438632,0.455169670732568,0.6666666666666666,0.0,1.0,0.9642857142857144,0.2115805725437871,0.3989071038251366,,,,,44.0,47.0,11:00,11:45,FP_day,0.7234366155458762,0.0039943088157948,0.455169670732568,0.6666666666666666,0.0,1.0,0.9642857142857144,0.10579028627189355,0.0,3.9193432623185136,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_B,beta,beta_B,2024-01-02,sure,True,3.062921201601016,False,3.690327091222695,0.627405889621679,51,52,0.5,0.3066154830088464,0.0140632080251572,0.5910163127833639,0.3333333333333333,0.0,1.0,0.75,0.1217225208754738,0.1857923497267759,49.0,59.0,12:15,14:45,51.0,52.0,12:45,13:00,FN_day,0.3066154830088464,0.021094812037735798,0.5910163127833639,0.3333333333333333,0.0,1.0,0.75,0.0608612604377369,0.0,3.062921201601016,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_B,beta,beta_B,2024-01-20,sure,True,3.2316056396715744,False,3.690327091222695,0.45872145155112065,41,57,4.25,0.4968913281562204,0.0042190443191751,0.1564914215075037,1.0,0.0533819313970953,1.0,0.5,0.0370247842639844,0.0819672131147541,43.0,61.0,10:45,15:15,41.0,57.0,10:15,14:15,FN_day,0.4968913281562204,0.00632856647876265,0.1564914215075037,1.0,0.0533819313970953,1.0,0.5,0.0185123921319922,0.0,3.2316056396715744,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_B,beta,beta_B,2024-02-12,sure,True,3.6787831379930673,False,3.690327091222695,0.011543953229627757,40,45,1.5,0.8446034151273396,0.1126903546411237,0.4235255277626637,1.0,0.0814248423113912,0.985430892392338,0.0357142857142857,0.278097285446727,0.5737704918032787,46.0,53.0,11:30,13:15,40.0,45.0,10:00,11:15,FN_day,0.8446034151273396,0.16903553196168555,0.4235255277626637,1.0,0.0814248423113912,0.985430892392338,0.0357142857142857,0.1390486427233635,0.0,3.6787831379930673,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_B,beta,beta_B,2024-03-05,sure,True,3.5742021948062237,False,3.690327091222695,0.11612489641647139,39,63,6.25,0.3553338570106638,0.0499041297697679,0.6259414910928159,1.0,0.1647244121536188,0.9868566147331372,0.2857142857142857,0.1615506788941005,0.2568306010928962,50.0,57.0,12:30,14:15,39.0,63.0,09:45,15:45,FN_day,0.3553338570106638,0.07485619465465185,0.6259414910928159,1.0,0.1647244121536188,0.9868566147331372,0.2857142857142857,0.08077533944705025,0.0,3.5742021948062233,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_B,beta,beta_B,2024-05-23,sure,True,3.6170715242535074,False,3.690327091222695,0.07325556696918767,46,58,3.25,0.1955456265062953,-0.0309797540302482,0.5784858656650379,1.0,0.1255781196673839,0.9454632082541876,0.7857142857142857,0.0655080989833796,0.1311475409836064,46.0,58.0,11:30,14:30,46.0,58.0,11:30,14:30,FN_day,0.1955456265062953,-0.0464696310453723,0.5784858656650379,1.0,0.1255781196673839,0.9454632082541876,0.7857142857142857,0.0327540494916898,0.0,3.6170715242535074,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_B,beta,beta_B,2024-05-29,sure,True,3.543809873672836,False,3.690327091222695,0.14651721754985925,40,58,4.75,0.5215966417516157,-0.0055178815483032,0.0008170555724276,1.0,0.1506180194136511,0.9554221549220352,0.9285714285714286,-0.0098772084717353,-0.0163934426229508,42.0,56.0,10:30,14:00,40.0,58.0,10:00,14:30,FN_day,0.5215966417516157,-0.0082768223224548,0.0008170555724276,1.0,0.1506180194136511,0.9554221549220352,0.9285714285714286,-0.00493860423586765,-0.0,3.543809873672836,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_B,beta,beta_B,2024-06-26,sure,True,3.3398462566379883,False,3.690327091222695,0.3504808345847068,44,55,3.0,-0.1666615943216901,-0.0154999008367043,0.6028755582850992,1.0,0.0759482573581559,0.9076170686298058,0.9642857142857144,-0.0419377926880804,-0.0546448087431693,44.0,55.0,11:00,13:45,44.0,55.0,11:00,13:45,FN_day,-0.1666615943216901,-0.02324985125505645,0.6028755582850992,1.0,0.0759482573581559,0.9076170686298058,0.9642857142857144,-0.0209688963440402,-0.0,3.3398462566379883,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_B,beta,beta_B,2024-06-27,sure,True,3.372400634091103,False,3.690327091222695,0.31792645713159207,43,59,4.25,0.3186709392388169,-0.0224204360107092,0.2615281166659856,1.0,0.0875833983252365,0.9506593517123176,0.7857142857142857,0.003750392901049,0.0109289617486338,44.0,56.0,11:00,14:00,43.0,59.0,10:45,14:45,FN_day,0.3186709392388169,-0.0336306540160638,0.2615281166659856,1.0,0.0875833983252365,0.9506593517123176,0.7857142857142857,0.0018751964505245,0.0,3.372400634091103,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_B,beta,beta_B,2024-07-25,sure,True,3.4070484331094604,False,3.690327091222695,0.2832786581132347,45,54,2.5,-0.0677746804841334,-0.0564869831148496,0.7067777232420733,1.0,0.05479827509156,0.9705509154283056,0.8214285714285714,0.0119962061507147,0.0327868852459016,44.0,55.0,11:00,13:45,45.0,54.0,11:15,13:30,FN_day,-0.0677746804841334,-0.0847304746722744,0.7067777232420733,1.0,0.05479827509156,0.9705509154283056,0.8214285714285714,0.00599810307535735,0.0,3.4070484331094604,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_B,beta,beta_B,2024-07-28,sure,True,3.616906955488513,False,3.690327091222695,0.07342013573418216,43,57,3.75,0.1459886190884124,-0.0381305080159392,0.5303584944694728,1.0,0.0539026479912742,1.0,0.9285714285714286,0.0305630547836666,0.0655737704918033,43.0,56.0,10:45,14:00,43.0,57.0,10:45,14:15,FN_day,0.1459886190884124,-0.0571957620239088,0.5303584944694728,1.0,0.0539026479912742,1.0,0.9285714285714286,0.0152815273918333,0.0,3.6169069554885125,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_B,beta,beta_B,2024-08-03,sure,True,3.5529996034178306,False,3.690327091222695,0.13732748780486448,42,60,4.75,0.1974272163180548,-0.0298462230871118,0.4995175650989514,1.0,0.1664432561559529,1.0,0.7142857142857143,0.0401903723796494,0.1038251366120217,42.0,60.0,10:30,15:00,42.0,60.0,10:30,15:00,FN_day,0.1974272163180548,-0.0447693346306677,0.4995175650989514,1.0,0.1664432561559529,1.0,0.7142857142857143,0.0200951861898247,0.0,3.5529996034178306,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_D,beta,beta_D,2023-10-12,sure,True,2.496442458298117,False,3.690327091222695,1.1938846329245782,40,41,0.5,0.9427361294086632,-1.379057490015919e-16,0.0,0.3333333333333333,0.0,0.8704251676746874,0.3214285714285714,0.0570385129057238,0.3387978142076502,45.0,52.0,11:15,13:00,40.0,41.0,10:00,10:15,FN_day,0.9427361294086632,-2.0685862350238788e-16,0.0,0.3333333333333333,0.0,0.8704251676746874,0.3214285714285714,0.0285192564528619,0.0,2.496442458298117,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_D,beta,beta_D,2023-10-29,sure,True,2.8907996223303978,False,3.690327091222695,0.7995274688922973,36,41,1.5,0.8601218999050807,0.0,0.0323020033109924,1.0,0.0,0.9425275479792756,0.0357142857142857,0.0402677708415271,0.2240437158469945,48.0,57.0,12:00,14:15,36.0,41.0,09:00,10:15,FN_day,0.8601218999050807,0.0,0.0323020033109924,1.0,0.0,0.9425275479792756,0.0357142857142857,0.02013388542076355,0.0,2.8907996223303978,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_D,beta,beta_D,2023-11-13,sure,False,3.9002000312103,True,3.690327091222695,0.20987293998760492,47,57,2.75,0.6818524456496597,0.0097684025062873,0.1292873644208126,1.0,0.3458989990002552,0.9345797290183114,0.7857142857142857,0.0164292072950893,0.0655737704918033,,,,,47.0,57.0,11:45,14:15,FP_day,0.6818524456496597,0.014652603759430949,0.1292873644208126,1.0,0.3458989990002552,0.9345797290183114,0.7857142857142857,0.00821460364754465,0.0,3.9002000312103,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_D,beta,beta_D,2023-11-18,sure,True,3.1773491360352337,False,3.690327091222695,0.5129779551874614,39,44,1.5,0.9051022009861276,0.0,0.0,1.0,0.0,1.0,0.25,0.0444938700982119,0.2459016393442623,47.0,59.0,11:45,14:45,39.0,44.0,09:45,11:00,FN_day,0.9051022009861276,0.0,0.0,1.0,0.0,1.0,0.25,0.02224693504910595,0.0,3.1773491360352337,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_D,beta,beta_D,2023-11-24,sure,False,4.339213353360687,True,3.690327091222695,0.6488862621379923,37,44,2.0,0.5014330734988474,0.042108915912911,0.5644810463196568,1.0,0.5276413803160428,0.73357026232631,0.8928571428571429,0.1121341483466411,0.7049180327868851,,,,,37.0,44.0,09:15,11:00,FP_day,0.5014330734988474,0.0631633738693665,0.5644810463196568,1.0,0.5276413803160428,0.73357026232631,0.8928571428571429,0.05606707417332055,0.0,4.3392133533606865,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_D,beta,beta_D,2023-11-26,sure,False,4.0380543525671,True,3.690327091222695,0.3477272613444047,42,52,2.75,0.914085857201493,0.0359506591483913,0.0523413864349631,1.0,0.1220987110496398,1.0,0.8571428571428572,0.0769191040311185,0.5464480874316939,,,,,42.0,52.0,10:30,13:00,FP_day,0.914085857201493,0.05392598872258696,0.0523413864349631,1.0,0.1220987110496398,1.0,0.8571428571428572,0.03845955201555925,0.0,4.0380543525671,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_D,beta,beta_D,2023-11-27,sure,False,3.706056667538758,True,3.690327091222695,0.015729576316062754,36,59,6.0,0.5820054656203705,0.0221901606020007,0.254778471712859,1.0,0.0,1.0,0.8214285714285714,0.0291178357479128,0.1475409836065573,,,,,36.0,59.0,09:00,14:45,FP_day,0.5820054656203705,0.03328524090300105,0.254778471712859,1.0,0.0,1.0,0.8214285714285714,0.0145589178739564,0.0,3.706056667538758,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_D,beta,beta_D,2023-11-29,sure,False,3.81657343431031,True,3.690327091222695,0.12624634308761484,44,46,0.75,0.7551614478544455,0.0263878147853028,0.7897350333245301,0.5,0.0273893753126771,1.0,0.5714285714285714,0.2665545684242622,0.9617486338797814,,,,,44.0,46.0,11:00,11:30,FP_day,0.7551614478544455,0.0395817221779542,0.7897350333245301,0.5,0.0273893753126771,1.0,0.5714285714285714,0.1332772842121311,0.0,3.81657343431031,0.0,0.0,,
