regime,variant,heldout_site,dataset,substation_id,date,confidence,true_day,score,pred_day,threshold,confidence_score,v03_selected_left_slot,v03_selected_right_slot,v03_selected_duration_h,F1_bridge_improvement,F2_roughness_improvement,F3_slope_continuity_improvement,F4_duration_plausibility,F5_n_height_ratio,F6_solar_strength_ratio,F7_solar_peak_alignment,F8_site_centered_core_score,F9_site_rank_core_score,true_start_slot,true_end_slot,true_start_time,true_end_time,pred_start_slot,pred_end_slot,pred_start_time,pred_end_time,day_group,weighted_F1_bridge_improvement,weighted_F2_roughness_improvement,weighted_F3_slope_continuity_improvement,weighted_F4_duration_plausibility,weighted_F5_n_height_ratio,weighted_F6_solar_strength_ratio,weighted_F7_solar_peak_alignment,weighted_F8_site_centered_core_score,weighted_F9_site_rank_core_score,recomputed_score,iou,iou_with_fp_fn_zero,start_error_minutes,end_error_minutes
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_D,beta,beta_D,2024-03-28,sure,True,3.562252540561889,False,3.690327091222695,0.12807455066080609,49,61,3.25,0.1118451709417611,0.0122954350863729,0.3616772551326548,1.0,0.3322064643987454,1.0,0.7857142857142857,-0.0952675765102343,-0.3005464480874317,47.0,61.0,11:45,15:15,49.0,61.0,12:15,15:15,FN_day,0.1118451709417611,0.01844315262955935,0.3616772551326548,1.0,0.3322064643987454,1.0,0.7857142857142857,-0.04763378825511715,-0.0,3.5622525405618894,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_D,beta,beta_D,2024-04-14,sure,False,3.7023162436907575,True,3.690327091222695,0.011989152468062425,35,59,6.25,0.5174445197878828,-0.0673434563339761,0.4134262621147822,1.0,0.0,1.0,0.8571428571428572,0.030635578292399,0.1639344262295081,,,,,35.0,59.0,08:45,14:45,FP_day,0.5174445197878828,-0.10101518450096417,0.4134262621147822,1.0,0.0,1.0,0.8571428571428572,0.0153177891461995,0.0,3.7023162436907575,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_D,beta,beta_D,2024-04-21,sure,True,2.46272906223157,False,3.690327091222695,1.227598028991125,56,57,0.5,0.3047802577961695,0.0107176374740362,0.0,0.3333333333333333,0.0,0.9202737498421794,0.9642857142857144,-0.1520408984737619,-0.4153005464480874,55.0,57.0,13:45,14:15,56.0,57.0,14:00,14:15,FN_day,0.3047802577961695,0.0160764562110543,0.0,0.3333333333333333,0.0,0.9202737498421794,0.9642857142857144,-0.07602044923688095,-0.0,2.46272906223157,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_D,beta,beta_D,2024-06-06,sure,False,3.893838691141248,True,3.690327091222695,0.20351159991855283,42,60,4.75,0.6548423100562775,-0.0239808896022682,0.1990580733719247,1.0,0.3996985127435936,0.880780359802828,0.7857142857142857,0.0194329677114807,0.0874316939890711,,,,,42.0,60.0,10:30,15:00,FP_day,0.6548423100562775,-0.0359713344034023,0.1990580733719247,1.0,0.3996985127435936,0.880780359802828,0.7857142857142857,0.00971648385574035,0.0,3.8938386911412475,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_D,beta,beta_D,2024-06-09,sure,False,4.272332590332812,True,3.690327091222695,0.5820054991101173,49,53,1.25,0.4539732566733627,0.0476262096445686,0.8215547479109472,0.8333333333333334,0.2482408467357757,0.8947259634801182,0.8571428571428572,0.1838445411791288,0.8688524590163935,,,,,49.0,53.0,12:15,13:15,FP_day,0.4539732566733627,0.07143931446685291,0.8215547479109472,0.8333333333333334,0.2482408467357757,0.8947259634801182,0.8571428571428572,0.0919222705895644,0.0,4.2723325903328115,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_D,beta,beta_D,2024-08-27,sure,True,3.009489963603108,False,3.690327091222695,0.6808371276195873,38,41,1.0,0.9857127062483872,0.0,0.0,0.6666666666666666,0.0,1.0,0.3214285714285714,0.0713640385189651,0.4808743169398908,43.0,55.0,10:45,13:45,38.0,41.0,09:30,10:15,FN_day,0.9857127062483872,0.0,0.0,0.6666666666666666,0.0,1.0,0.3214285714285714,0.03568201925948255,0.0,3.009489963603108,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_D,beta,beta_D,2024-09-14,sure,True,3.0491675310544424,False,3.690327091222695,0.6411595601682527,42,43,0.5,0.999313886512796,0.0,0.0,0.3333333333333333,0.0,1.0,0.6785714285714286,0.075897765273768,0.540983606557377,48.0,52.0,12:00,13:00,42.0,43.0,10:30,10:45,FN_day,0.999313886512796,0.0,0.0,0.3333333333333333,0.0,1.0,0.6785714285714286,0.037948882636884,0.0,3.0491675310544424,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_D,beta,beta_D,2024-09-25,sure,False,3.919517373664805,True,3.690327091222695,0.2291902824421097,52,55,1.0,0.771827369680606,0.0480441686957192,0.3485306699363071,0.6666666666666666,0.0300104304484089,1.0,0.9642857142857144,0.1322605392070468,0.7377049180327868,,,,,52.0,55.0,13:00,13:45,FP_day,0.771827369680606,0.0720662530435788,0.3485306699363071,0.6666666666666666,0.0300104304484089,1.0,0.9642857142857144,0.0661302696035234,0.0,3.9195173736648052,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_D,beta,beta_D,2024-09-29,sure,False,4.305588700425166,True,3.690327091222695,0.615261609202471,39,52,3.5,0.6206860771262117,0.1091492677142965,0.7647998611372386,1.0,0.1112682565269259,0.9174653110394456,0.6071428571428572,0.241004871762085,0.9344262295081966,,,,,39.0,52.0,09:45,13:00,FP_day,0.6206860771262117,0.16372390157144476,0.7647998611372386,1.0,0.1112682565269259,0.9174653110394456,0.6071428571428572,0.1205024358810425,0.0,4.305588700425166,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_E,beta,beta_E,2023-11-02,sure,False,4.674835566112659,True,3.6775555499703607,0.9972800161422981,53,61,2.25,0.7321888600994709,0.0414579265696166,0.7655202491699119,1.0,0.0,1.0,0.7857142857142857,0.6584505625491318,0.9781420765027322,,,,,53.0,61.0,13:15,15:15,FP_day,0.7321888600994709,0.0621868898544249,0.7655202491699119,1.0,0.0,1.0,0.7857142857142857,0.3292252812745659,0.0,4.674835566112659,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_E,beta,beta_E,2024-03-21,sure,False,3.7749795281352414,True,3.6775555499703607,0.09742397816488069,59,61,0.75,0.8920161129955073,0.0263389982694969,0.1621087388444234,0.5,0.0,1.0,0.9285714285714286,0.5055495006392746,0.8032786885245902,,,,,59.0,61.0,14:45,15:15,FP_day,0.8920161129955073,0.03950849740424535,0.1621087388444234,0.5,0.0,1.0,0.9285714285714286,0.2527747503196373,0.0,3.7749795281352423,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_E,beta,beta_E,2024-04-03,sure,False,3.837787698669438,True,3.6775555499703607,0.1602321486990772,55,59,1.25,0.877775002831014,0.0303259377533991,0.0,0.8333333333333334,0.0,1.0,0.8571428571428572,0.4480951974642697,0.715846994535519,,,,,55.0,59.0,13:45,14:45,FP_day,0.877775002831014,0.04548890663009865,0.0,0.8333333333333334,0.0,1.0,0.8571428571428572,0.22404759873213484,0.0,3.837787698669438,0.0,0.0,,
