cohort,group,n_days,n_rpf,required_mwh,applied_mwh,energy_iou,energy_precision,day_precision,day_recall,day_f1,tp,fp,fn,rate_auto_correct,rate_auto_keep,rate_uncertain,sure_rpf_days,sure_day_recall,sure_day_uncertain_rate,ece,brier,calibration_in_the_large
alpha,headline,10425,3381,32035.657265499998,35170.891025000004,0.8692058067623027,0.8885742368962344,0.9773162939297124,0.9047619047619048,0.9396406082015051,3059,71,322,0.30023980815347723,0.6736690647482014,0.026091127098321343,3381,0.9047619047619048,0.049689440993788817,0.021849269039601164,0.024186700425044536,0.0001940997997908478
beta,headline,2305,470,9896.145749500001,9925.176735000001,0.8892251478611793,0.9399881894395304,0.9497716894977168,0.8851063829787233,0.9162995594713657,416,22,54,0.19002169197396962,0.7661605206073753,0.0438177874186551,470,0.8851063829787233,0.04893617021276596,0.008933619939004633,0.029192566317797652,6.886095529254344e-05
beta,unsure_sensitivity,617,159,1563.540946,1707.5597235,0.38344827880099847,0.5309600832828498,0.5448275862068965,0.4968553459119497,0.519736842105263,79,66,80,0.23500810372771475,0.5850891410048622,0.17990275526742303,0,,,,,
