cohort,group,n_days,n_rpf,required_mwh,applied_mwh,energy_iou,energy_precision,day_precision,day_recall,day_f1,tp,fp,fn,rate_auto_correct,rate_auto_keep,rate_uncertain,sure_rpf_days,sure_day_recall,sure_day_uncertain_rate,ece,brier,calibration_in_the_large
alpha,headline,10425,3381,32035.657265499998,34504.864679499995,0.8515958563813372,0.8869379015615219,0.9697624190064795,0.9296066252587992,0.9492600422832982,3143,98,238,0.3108872901678657,0.6623501199040768,0.026762589928057554,3381,0.9296066252587992,0.041407867494824016,0.008089206235795178,0.021942195066777342,0.00016707179365277325
beta,headline,2305,470,9896.145749500001,9605.3234465,0.8355305127909133,0.9241788891798981,0.907035175879397,0.7680851063829788,0.8317972350230414,361,37,109,0.17266811279826463,0.7301518438177874,0.09718004338394794,470,0.7680851063829788,0.16382978723404254,0.017703162034875798,0.0400140107234678,3.691101492142579e-05
beta,unsure_sensitivity,617,159,1563.540946,1530.7369475,0.31507265868617135,0.48430585425586326,0.4778761061946903,0.33962264150943394,0.3970588235294118,54,59,105,0.18314424635332252,0.45705024311183146,0.35980551053484605,0,,,,,
