cohort,group,n_days,n_rpf,required_mwh,applied_mwh,energy_iou,energy_precision,day_precision,day_recall,day_f1,tp,fp,fn,rate_auto_correct,rate_auto_keep,rate_uncertain,sure_rpf_days,sure_day_recall,sure_day_uncertain_rate,ece,brier,calibration_in_the_large
alpha,headline,10425,3381,32035.657265499998,73773.44278499999,0.26698080466858876,0.30222679935080116,0.8291731669266771,0.31440402247855664,0.45592965901779964,1063,219,2318,0.1229736211031175,0.5401438848920863,0.33688249400479614,3381,0.31440402247855664,0.41674060928719314,0.050411472470574675,0.16504115961940446,0.0009157822928849146
beta,headline,2305,470,9896.145749500001,11331.073526,0.5863512966010954,0.6924374852476798,0.9296636085626911,0.6468085106382979,0.7628607277289838,304,23,166,0.1418655097613883,0.7561822125813449,0.1019522776572668,470,0.6468085106382979,0.20638297872340425,0.020030846821929852,0.05519797460445608,0.0017545820103306298
beta,unsure_sensitivity,617,159,1563.540946,569.390692,0.288436708524127,0.8385983705192006,0.875,0.1320754716981132,0.22950819672131148,21,3,138,0.03889789303079417,0.7893030794165316,0.17179902755267423,0,,,,,
