cohort,station,energy_iou_inc,energy_precision_inc,sure_day_recall_inc,sure_day_uncertain_rate_inc,day_precision_inc,day_f1_inc,energy_iou_cand,energy_precision_cand,sure_day_recall_cand,sure_day_uncertain_rate_cand,day_precision_cand,day_f1_cand,d_energy_iou,d_energy_precision,d_sure_day_recall,d_sure_day_uncertain_rate,d_day_precision,d_day_f1
beta,beta_A,0.3973046422267701,0.9697662358317496,0.3076923076923077,0.6538461538461539,1.0,0.4705882352941176,0.9163463138368448,0.9734251486911086,0.8846153846153846,0.0769230769230769,0.9583333333333334,0.92,0.5190416716100748,0.0036589128593590425,0.5769230769230769,-0.576923076923077,-0.04166666666666663,0.44941176470588245
beta,beta_B,0.8769004511510243,0.926010609427264,0.904,0.088,0.9741379310344828,0.9377593360995852,0.8438870099156328,0.9388767433568532,0.776,0.184,1.0,0.8738738738738739,-0.033013441235391516,0.01286613392958924,-0.128,0.096,0.025862068965517238,-0.06388546222571123
beta,beta_C,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0
beta,beta_D,0.5583105420425859,0.8245595682968088,0.5111111111111111,0.4888888888888889,0.6052631578947368,0.5542168674698796,0.5660140048064376,0.8414735353315483,0.5111111111111111,0.4888888888888889,0.6764705882352942,0.5822784810126582,0.007703462763851698,0.016913967034739574,0.0,0.0,0.07120743034055732,0.028061613542778585
beta,beta_E,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.3333333333333333,,0.0,0.0,,0.0,0.3333333333333333,,0.0
beta,beta_F,0.8830793464798966,0.95712203579709,0.8048780487804879,0.1707317073170731,0.9361702127659576,0.8655737704918033,0.909202347949204,0.9569301778664192,0.8597560975609756,0.1036585365853658,0.9276315789473684,0.8924050632911392,0.02612300146930735,-0.00019185793067078016,0.05487804878048774,-0.06707317073170731,-0.008538633818589214,0.026831292799335937
beta,beta_G,0.8197240636462416,0.8990757931274039,0.8235294117647058,0.1529411764705882,0.8860759493670886,0.8536585365853657,0.8416597351241862,0.8728543640328398,0.9058823529411764,0.0588235294117647,0.8461538461538461,0.8749999999999999,0.021935671477944618,-0.026221429094564153,0.08235294117647052,-0.0941176470588235,-0.03992210321324241,0.021341463414634165
beta,beta_H,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.25,,0.0,0.0,,0.0,0.25,,0.0
