dataset,substation_id,date,v03_candidate_count,v03_selected_left_slot,v03_selected_right_slot,v03_selected_duration_h,selected_start_time,selected_end_time,M0_all_equal_score,n_missing_net,n_missing_solar,F5_n_height_ratio,F7_solar_peak_alignment,F6_solar_strength_ratio,F1_bridge_improvement,F2_roughness_improvement,F3_slope_continuity_improvement,F4_duration_plausibility,F8_site_centered_core_score,F9_site_rank_core_score,true_day,confidence,month,month_sin,month_cos,is_weekend,season,season_autumn,season_spring,season_summer,season_winter
alpha,alpha_A,2021-11-11,210,26,31,1.5,06:30,07:45,0.5632395567294037,0,0,0.0012127168279648,0.6785714285714286,0.0,-0.9999798106088148,-0.8843948544292652,0.7945321831453475,1.0,-0.0013499941012008,-0.0253521126760563,False,not_applicable,11,-0.5000000000000004,0.8660254037844384,0,spring,0,1,0,0
alpha,alpha_A,2021-11-12,210,27,42,4.0,06:45,10:30,-0.5473640627206408,0,0,0.0103063380242323,0.25,0.0,-0.9999284912462488,-0.8861863816172213,0.6666604262807723,1.0,-0.0445539823311892,-0.5436619718309859,False,not_applicable,11,-0.5000000000000004,0.8660254037844384,0,spring,0,1,0,0
alpha,alpha_A,2021-11-13,210,30,31,0.5,07:30,07:45,0.4521224199915491,0,0,0.0,0.5357142857142857,0.0,-0.99999672379907,-0.916997017666402,0.9363728440367004,0.3333333333333333,0.0350572007201194,0.5286384976525822,False,not_applicable,11,-0.5000000000000004,0.8660254037844384,1,spring,0,1,0,0
alpha,alpha_A,2021-11-14,210,30,40,2.75,07:30,10:00,0.5763267408081806,0,0,0.0,0.2142857142857143,0.0,-0.9999145702632596,-0.9112168077308764,0.8943126145379992,1.0,0.0229912453776643,0.3558685446009388,False,not_applicable,11,-0.5000000000000004,0.8660254037844384,1,spring,0,1,0,0
alpha,alpha_A,2021-11-15,210,31,45,3.75,07:45,11:15,-1.024878002637578,0,0,0.0007351139498211,0.0,0.0,-0.9999856349292968,-0.906290868598248,0.628998822879854,1.0,-0.0638283936861869,-0.6845070422535211,False,not_applicable,11,-0.5000000000000004,0.8660254037844384,0,spring,0,1,0,0
alpha,alpha_A,2021-11-16,210,32,34,0.75,08:00,08:30,-0.2982439070530448,0,0,0.0,0.3571428571428571,0.0,-0.9999945472853856,-0.90423454963836,0.80919864535841,0.5,-0.0030793173254019,-0.0572769953051642,False,not_applicable,11,-0.5000000000000004,0.8660254037844384,0,spring,0,1,0,0
alpha,alpha_A,2021-11-17,210,33,36,1.0,08:15,09:00,-0.0002963104073346,0,0,0.0099393619260547,0.25,0.0,-0.9999879662887988,-0.8770688553834592,0.818178421398173,0.6666666666666666,0.0089713664383483,0.1230046948356806,False,not_applicable,11,-0.5000000000000004,0.8660254037844384,0,spring,0,1,0,0
alpha,alpha_A,2021-11-18,210,34,36,0.75,08:30,09:00,-1.009215221600463,0,0,0.0,0.2142857142857143,0.0,-0.9993895638795228,-0.660013072453986,0.4565964151553963,0.5,-0.0390045738629942,-0.4816901408450704,False,not_applicable,11,-0.5000000000000004,0.8660254037844384,0,spring,0,1,0,0
alpha,alpha_A,2021-11-19,210,37,38,0.5,09:15,09:30,-1.0656231423481055,0,0,0.0,0.0357142857142857,0.0,-0.9999966893036556,-0.8878134088763363,0.7452884797007047,0.3333333333333333,-0.0189097062967191,-0.2732394366197183,False,not_applicable,11,-0.5000000000000004,0.8660254037844384,0,spring,0,1,0,0
alpha,alpha_A,2021-11-20,210,25,51,6.75,06:15,12:45,-0.5557789947866397,0,0,0.0,0.0,0.0,-0.9999751794321032,-0.9048889847749624,0.7391170044874088,1.0,-0.0266515533768422,-0.3633802816901408,False,not_applicable,11,-0.5000000000000004,0.8660254037844384,1,spring,0,1,0,0
alpha,alpha_A,2021-11-21,210,30,32,0.75,07:30,08:00,0.0170564376670041,0,0,0.0,0.5,0.0,-0.9999783775887984,-0.871632719661845,0.8045045963782618,0.5,0.0062286662389161,0.0779342723004694,False,not_applicable,11,-0.5000000000000004,0.8660254037844384,1,spring,0,1,0,0
alpha,alpha_A,2021-11-22,210,30,31,0.5,07:30,07:45,-0.8390684851716975,0,0,0.0,0.5357142857142857,0.0,-0.9999874514151283,-0.7143004793583106,0.5173865305285704,0.3333333333333333,-0.0370363002185794,-0.4741784037558685,False,not_applicable,11,-0.5000000000000004,0.8660254037844384,0,spring,0,1,0,0
alpha,alpha_A,2021-11-23,210,29,31,0.75,07:15,07:45,-0.4253290321703153,0,0,0.0,0.5714285714285714,0.0,-0.9999945082787534,-0.8615257171960733,0.7076447429488016,0.5,-0.0226943276456317,-0.32018779342723,False,not_applicable,11,-0.5000000000000004,0.8660254037844384,0,spring,0,1,0,0
alpha,alpha_A,2021-11-24,210,26,42,4.25,06:30,10:30,0.2707058949840869,0,0,0.0013386465836892,0.2857142857142857,0.0,-0.9999197768288872,-0.8961241047420135,0.8221946336177798,1.0,0.0039810838786695,0.0535211267605633,False,not_applicable,11,-0.5000000000000004,0.8660254037844384,0,spring,0,1,0,0
alpha,alpha_A,2021-11-25,210,27,29,0.75,06:45,07:15,-1.011353860336214,0,0,0.0,0.7142857142857143,0.0,-0.9998437276288392,-0.8621418736003001,0.5234204714217489,0.5,-0.0842575434060868,-0.8028169014084507,False,not_applicable,11,-0.5000000000000004,0.8660254037844384,0,spring,0,1,0,0
alpha,alpha_A,2021-11-26,210,25,45,5.25,06:15,11:15,0.9867242007122512,0,0,0.0005674877847924,0.2142857142857143,0.0,-0.9999128860766426,-0.8325058272321576,0.8863527106322627,1.0,0.0465754989708641,0.6713615023474178,False,not_applicable,11,-0.5000000000000004,0.8660254037844384,0,spring,0,1,0,0
alpha,alpha_A,2021-11-27,210,24,52,7.25,06:00,13:00,-1.2127710011435235,0,0,0.0168369713810501,0.0,0.0,-0.999925451488289,-0.8295445228154412,0.4907454474778063,1.0,-0.0843106757455979,-0.8065727699530516,False,not_applicable,11,-0.5000000000000004,0.8660254037844384,1,spring,0,1,0,0
alpha,alpha_A,2021-11-28,210,24,52,7.25,06:00,13:00,0.7130881718343397,0,0,0.0066197800766155,0.0,0.0,-0.9998107249121796,-0.8337006341628387,0.8750131195453247,1.0,0.0424314200198121,0.6225352112676057,False,not_applicable,11,-0.5000000000000004,0.8660254037844384,1,spring,0,1,0,0
alpha,alpha_A,2021-11-29,210,26,27,0.5,06:30,06:45,-0.6447820871215983,0,0,0.0,0.8214285714285714,0.0,-0.9999389337194938,-0.9032550751103174,0.6856090167804648,0.3333333333333333,-0.0439308308200721,-0.5380281690140845,False,not_applicable,11,-0.5000000000000004,0.8660254037844384,0,spring,0,1,0,0
alpha,alpha_A,2021-11-30,210,36,39,1.0,09:00,09:45,-0.645363592924935,0,0,0.0002231403843618,0.0357142857142857,0.0,-0.9999816533945424,-0.9060564573852672,0.7778395737275161,0.6666666666666666,-0.0141353458210544,-0.2056338028169013,False,not_applicable,11,-0.5000000000000004,0.8660254037844384,0,spring,0,1,0,0
alpha,alpha_A,2021-12-01,210,27,28,0.5,06:45,07:00,-1.1486578505683818,0,0,0.0,0.75,0.0,-0.9999926019416504,-0.8867386262531508,0.5476277435402466,0.3333333333333333,-0.0844369950218082,-0.8084507042253521,False,not_applicable,12,-2.4492935982947064e-16,1.0,0,summer,0,0,1,0
alpha,alpha_A,2021-12-02,210,37,39,0.75,09:15,09:45,-1.2899104592371704,0,0,0.0,0.0,0.0,-0.999985618958006,-0.9064132560088138,0.6918136802895467,0.5,-0.0429308983627143,-0.532394366197183,False,not_applicable,12,-2.4492935982947064e-16,1.0,0,summer,0,0,1,0
alpha,alpha_A,2021-12-03,210,31,32,0.5,07:45,08:00,-0.4684723490281268,0,0,0.0,0.4642857142857143,0.0,-0.9999823364934256,-0.8801108846914643,0.7654145769712406,0.3333333333333333,-0.0096287148748398,-0.1417840375586854,False,not_applicable,12,-2.4492935982947064e-16,1.0,0,summer,0,0,1,0
alpha,alpha_A,2021-12-04,210,26,36,2.75,06:30,09:00,-0.7804318734139404,0,0,0.0,0.5,0.0,-0.9999812558277876,-0.908944136777834,0.5588435034929544,1.0,-0.0880964631745124,-0.8422535211267606,False,not_applicable,12,-2.4492935982947064e-16,1.0,1,summer,0,0,1,0
alpha,alpha_A,2021-12-05,210,26,50,6.25,06:30,12:30,-0.309106486615966,0,0,0.0037693201335388,0.0,0.0,-0.999977293826094,-0.9244080197271082,0.7999704744388615,1.0,-0.0128741131750701,-0.1755868544600939,False,not_applicable,12,-2.4492935982947064e-16,1.0,1,summer,0,0,1,0
alpha,alpha_A,2021-12-06,210,25,49,6.25,06:15,12:15,-0.9375140820131672,0,0,0.0146229975599578,0.0714285714285714,0.0,-0.9997016582198368,-0.8812284370050826,0.6037795630622801,1.0,-0.0637860108578363,-0.6826291079812207,False,not_applicable,12,-2.4492935982947064e-16,1.0,0,summer,0,0,1,0
alpha,alpha_A,2021-12-07,210,33,42,2.5,08:15,10:30,-0.8169006960835503,0,0,0.0,0.0357142857142857,0.0,-0.9999710502803584,-0.8639744478453619,0.6347262777251313,1.0,-0.047808906937153,-0.5755868544600939,False,not_applicable,12,-2.4492935982947064e-16,1.0,0,summer,0,0,1,0
alpha,alpha_A,2021-12-08,210,26,46,5.25,06:30,11:30,-0.0885476287340921,0,0,0.0,0.1428571428571429,0.0,-0.99996273254521,-0.8905244384505482,0.7806967350106832,1.0,-0.0079993121319816,-0.1136150234741784,False,not_applicable,12,-2.4492935982947064e-16,1.0,0,summer,0,0,1,0
alpha,alpha_A,2021-12-09,210,25,49,6.25,06:15,12:15,-1.3152427026944773,0,0,0.0,0.0714285714285714,0.0,-0.999890326200598,-0.878531754499228,0.4838719086609614,1.0,-0.1029192241499115,-0.8892018779342723,False,not_applicable,12,-2.4492935982947064e-16,1.0,0,summer,0,0,1,0
alpha,alpha_A,2021-12-10,210,31,38,2.0,07:45,09:30,0.5847337703927274,0,0,0.0,0.25,0.0,-0.999964722704937,-0.8832213955432938,0.8613798704412685,1.0,0.0213287505940558,0.3352112676056338,False,not_applicable,12,-2.4492935982947064e-16,1.0,0,summer,0,0,1,0
alpha,alpha_A,2021-12-11,210,25,27,0.75,06:15,06:45,-0.8516247708145754,0,0,0.000797238069558,0.8571428571428572,0.0,-0.9999953875856132,-0.922289109497732,0.5873246944968057,0.5,-0.0830557676658031,-0.7915492957746479,False,not_applicable,12,-2.4492935982947064e-16,1.0,1,summer,0,0,1,0
alpha,alpha_A,2021-12-12,210,31,33,0.75,07:45,08:15,-0.3254504762732678,0,0,0.0,0.4285714285714286,0.0,-0.9999808878223968,-0.9157907519705653,0.8031028609100446,0.5,-0.0089587597645958,-0.1323943661971831,False,not_applicable,12,-2.4492935982947064e-16,1.0,1,summer,0,0,1,0
alpha,alpha_A,2021-12-13,210,35,37,0.75,08:45,09:15,-1.6153125083428106,0,0,0.0,0.1428571428571429,0.0,-0.9999968807770554,-0.9216277520536906,0.5769718047447661,0.5,-0.0862867761656166,-0.8272300469483568,False,not_applicable,12,-2.4492935982947064e-16,1.0,0,summer,0,0,1,0
alpha,alpha_A,2021-12-14,210,31,38,2.0,07:45,09:30,0.7042265350229081,0,0,0.004236722364852,0.25,0.0,-0.999994866847696,-0.9237822958844252,0.922215763525564,1.0,0.0280770334608575,0.4234741784037559,False,not_applicable,12,-2.4492935982947064e-16,1.0,0,summer,0,0,1,0
alpha,alpha_A,2021-12-15,210,29,30,0.5,07:15,07:30,0.2133115402064148,0,0,0.0,0.6071428571428572,0.0,-0.9999974420306594,-0.9066009558748548,0.8763965036157589,0.3333333333333333,0.0185302017664582,0.2845070422535212,False,not_applicable,12,-2.4492935982947064e-16,1.0,0,summer,0,0,1,0
alpha,alpha_A,2021-12-16,210,31,34,1.0,07:45,08:30,0.5343223517373753,0,0,0.0,0.3928571428571429,0.0,-0.9999778782402118,-0.9027263470877822,0.9042564155415902,0.6666666666666666,0.0291148966009087,0.4441314553990609,False,not_applicable,12,-2.4492935982947064e-16,1.0,0,summer,0,0,1,0
alpha,alpha_A,2021-12-17,210,29,30,0.5,07:15,07:30,-1.151217553523665,0,0,0.0,0.6071428571428572,0.0,-0.9999988119172816,-0.8972482394258634,0.599986364924844,0.3333333333333333,-0.0704893956097236,-0.7239436619718309,False,not_applicable,12,-2.4492935982947064e-16,1.0,0,summer,0,0,1,0
alpha,alpha_A,2021-12-18,210,31,32,0.5,07:45,08:00,-1.3907278705796116,0,0,0.0,0.4642857142857143,0.0,-0.999988774895684,-0.9143317003567564,0.5868234293117973,0.3333333333333333,-0.0805681821171711,-0.780281690140845,False,not_applicable,12,-2.4492935982947064e-16,1.0,1,summer,0,0,1,0
alpha,alpha_A,2021-12-19,210,37,39,0.75,09:15,09:45,-0.7049425627309323,0,0,0.0,0.0,0.0,-0.9999959839022836,-0.8905591176987111,0.7851183645146681,0.5,-0.0065480791657322,-0.0929577464788732,False,not_applicable,12,-2.4492935982947064e-16,1.0,1,summer,0,0,1,0
