method,group,n_days,n_rpf,required_mwh,applied_mwh,energy_iou,energy_precision,day_precision,day_recall,day_f1,tp,fp,fn,rate_auto_correct,rate_auto_keep,rate_uncertain,sure_rpf_days,sure_day_recall,sure_day_uncertain_rate,n_stations,interval_precision,interval_recall,interval_f1,slot_tp,slot_fp,slot_fn,window_iou_mean,start_error_mae,end_error_mae,false_mwh,min_change_days,min_change_mean_mw,min_change_total_mw,reference_min_change_days,reference_min_change_mean_mw
m7,combined,12730,3851,41931.803015,109545.8917045,0.29858852627578164,0.3179465714830568,0.43739018390535317,0.9696182809659829,0.6028414594769131,3734,4803,117,0.6706205813040063,0.32937941869599374,0.0,3851,0.9696182809659829,0.0,18,0.5622270460242396,0.7604243123274265,0.6464759018244487,43513,33881,13709,0.6029680396968152,2.4603642206748795,2.2694161756829137,74716.151017,8537,-5.167067782593417,-44111.25766,3851,-1.8933546021812517
m7,alpha,10425,3381,32035.657265499998,88589.612429,0.30410480090713804,0.3175164851414568,0.4969634128277292,0.992309967465247,0.6622581918673509,3355,3396,26,0.6475779376498801,0.3524220623501199,0.0,3381,0.992309967465247,0.0,10,0.5858771607208533,0.7733172924713481,0.6666727319043634,36639,25898,10740,0.597058707001329,2.5230998509687033,2.290909090909091,60460.9500705,6751,-5.120800375648052,-34570.523336,3381,-1.6945037216799763
m7,beta,2305,470,9896.145749500001,20956.2792755,0.2774618911876184,0.31976469872847296,0.2122060470324748,0.8063829787234043,0.33599290780141844,379,1407,91,0.7748373101952277,0.22516268980477225,0.0,470,0.8063829787234043,0.0,8,0.46267752574543985,0.6983643198211927,0.5565991902834008,6874,7983,2969,0.6454775159594511,1.9050131926121372,2.079155672823219,14255.2009465,1786,-5.341956508398657,-9540.734324000001,470,-3.323811680851064
m8,combined,12730,3851,41931.803015,33243.2203935,0.7322498593682089,0.9559149314009736,0.9556504599211564,0.7553882108543235,0.8437998549673676,2909,135,942,0.23912018853102907,0.760879811468971,0.0,3851,0.7553882108543235,0.0,18,0.8976946557929746,0.6886686938590053,0.7794106012658227,39407,4491,17815,0.5114773601640297,2.097971811619113,2.0948779649364044,1465.5296515,3027,-1.9655755559960357,-5949.797208,3851,-1.8933546021812517
m8,alpha,10425,3381,32035.657265499998,29546.019886,0.8521200762003168,0.9589239926161742,0.9730222384250821,0.7894114167406093,0.8716525146962769,2669,74,712,0.26311750599520384,0.7368824940047962,0.0,3381,0.7894114167406093,0.0,10,0.9104228345858953,0.759387070220984,0.8280742939998619,35979,3540,11400,0.5388786186622503,1.8939677781940802,1.962907455976021,1213.6325310000002,2741,-1.9068820288215982,-5226.7636410000005,3381,-1.6945037216799763
m8,beta,2305,470,9896.145749500001,3697.2005074999997,0.33950422077789266,0.9318681472673687,0.7973421926910299,0.5106382978723404,0.622568093385214,240,61,230,0.13058568329718004,0.86941431670282,0.0,470,0.5106382978723404,0.0,8,0.7828271294816168,0.34826780453113887,0.4820700323442554,3428,951,6415,0.31436320062683,4.366666666666666,3.5625,251.8971205,286,-2.528089395104895,-723.033567,470,-3.323811680851064
m9,combined,12730,3851,41931.803015,45144.5545415,0.8749280329595823,0.900083107767661,0.9742441209406495,0.9036613866528175,0.9376262966455611,3480,92,371,0.28059701492537314,0.6902592301649646,0.029143754909662214,3851,0.9036613866528175,0.05011685276551545,18,0.8337540626676343,0.9235084408094789,0.8763390932307387,52845,10537,4377,0.6904906310380561,1.5066091954022989,1.5017241379310344,4510.703591,3572,-2.1067130044792832,-7525.178851999999,3851,-1.8933546021812517
m9,alpha,10425,3381,32035.657265499998,35170.891025000004,0.8692058067623027,0.8885742368962344,0.9773162939297124,0.9047619047619048,0.9396406082015051,3059,71,322,0.30023980815347723,0.6736690647482014,0.026091127098321343,3381,0.9047619047619048,0.049689440993788817,10,0.8251219925768224,0.9243546719010532,0.8719240264394361,43795,9282,3584,0.6745490901104643,1.5508336057535141,1.5393919581562603,3918.9433715000005,3130,-1.9315279929712463,-6045.682618000001,3381,-1.6945037216799763
m9,beta,2305,470,9896.145749500001,9973.6635165,0.8945449477456121,0.940667717682573,0.9524886877828054,0.8957446808510638,0.9232456140350876,421,21,49,0.19175704989154013,0.76529284164859,0.04295010845986985,470,0.8957446808510638,0.05319148936170213,8,0.8782144590004852,0.9194351315655795,0.8983521937661306,9050,1255,793,0.8051679712001589,1.185273159144893,1.2280285035629455,591.7602195,442,-3.347276547511312,-1479.496234,470,-3.323811680851064
