method,group,n_stations,n_days,n_rpf,required_mwh,applied_mwh,false_mwh,energy_iou,energy_precision,day_f1,day_precision,day_recall,sure_day_recall,sure_day_uncertain_rate,tp,fp,fn,rate_auto_correct,rate_auto_keep,rate_uncertain,interval_precision,interval_recall,interval_f1,window_iou_mean,start_error_mae,end_error_mae,min_change_days,min_change_mean_mw,reference_min_change_days,reference_min_change_mean_mw
M7,Combined,18,12730,3851,41931.803015,109545.8917045,74716.151017,0.2985885262757816,0.3179465714830568,0.6028414594769131,0.4373901839053531,0.9696182809659828,0.9696182809659828,0.0,3734,4803,117,0.6706205813040063,0.3293794186959937,0.0,0.5622270460242396,0.7604243123274265,0.6464759018244487,0.6029680396968152,2.4603642206748795,2.2694161756829137,8537,-5.167067782593417,3851,-1.893354602181252
M7,Alpha,10,10425,3381,32035.6572655,88589.612429,60460.9500705,0.304104800907138,0.3175164851414568,0.6622581918673509,0.4969634128277292,0.992309967465247,0.992309967465247,0.0,3355,3396,26,0.6475779376498801,0.3524220623501199,0.0,0.5858771607208533,0.7733172924713481,0.6666727319043634,0.597058707001329,2.5230998509687037,2.290909090909091,6751,-5.120800375648052,3381,-1.6945037216799763
M7,Beta sure,8,2305,470,9896.1457495,20956.2792755,14255.2009465,0.2774618911876184,0.3197646987284729,0.3359929078014184,0.2122060470324748,0.8063829787234043,0.8063829787234043,0.0,379,1407,91,0.7748373101952277,0.2251626898047722,0.0,0.4626775257454398,0.6983643198211927,0.5565991902834008,0.6454775159594511,1.9050131926121368,2.079155672823219,1786,-5.341956508398657,470,-3.323811680851064
M8,Combined,18,12730,3851,41931.803015,31492.777601,2252.7233935000004,0.6617713617017505,0.928468570729421,0.6882510013351136,0.9631013545072395,0.53544533887302,0.53544533887302,0.0,2062,79,1789,0.1681853888452474,0.8318146111547525,0.0,0.8673419418026238,0.588095487749467,0.7009300048947626,0.3942043840962626,2.4224054316197865,1.982541222114452,2139,-2.434309920991117,3851,-1.893354602181252
M8,Alpha,10,10425,3381,32035.6572655,27614.4373805,1818.0909875,0.7619938034694288,0.9341615777845306,0.6997518610421837,0.9865446716899892,0.5421472937000887,0.5421472937000887,0.0,1833,25,1548,0.1782254196642685,0.8217745803357314,0.0,0.8743058769088385,0.6380463918613731,0.7377219205661643,0.4030728051401909,2.2558647026732133,1.8979814511729405,1856,-2.408363653017241,3381,-1.6945037216799763
M8,Beta sure,8,2305,470,9896.1457495,3878.3402205,434.63240600000006,0.3333444744108269,0.8879333990085152,0.6082337317397077,0.8091872791519434,0.4872340425531914,0.4872340425531914,0.0,229,54,241,0.1227765726681128,0.8772234273318872,0.0,0.8103244139237509,0.3476582342781672,0.486563344234324,0.3304083595228121,3.7554585152838422,2.659388646288209,283,-2.604473431095406,470,-3.323811680851064
M9,Combined,18,12730,3851,41931.803015,41883.758782,2675.3709025000003,0.8789704533180037,0.9361239062514666,0.7940856031128404,0.991064491064491,0.6624253440664762,0.6624253440664762,0.132952479875357,2551,23,1300,0.2021995286724273,0.7485467399842891,0.0492537313432835,0.8791460160121998,0.8462828981860123,0.8624014959262721,0.5738039812620184,1.0105840846726777,1.030968247745982,2574,-2.435780717171717,3851,-1.893354602181252
M9,Alpha,10,10425,3381,32035.6572655,31910.0952655,2083.6106830000003,0.8741830166907575,0.9347037147440695,0.7727190277525848,0.99906191369606,0.6299911268855368,0.6299911268855368,0.1440402247855664,2130,2,1251,0.2045083932853717,0.7448441247002399,0.0506474820143884,0.8793604001965251,0.8310855020156609,0.8545417060017144,0.5416415810044243,0.976056338028169,0.992018779342723,2132,-2.2468120694183864,3381,-1.6945037216799763
M9,Beta sure,8,2305,470,9896.1457495,9973.6635165,591.7602195,0.8945449477456121,0.940667717682573,0.9232456140350876,0.9524886877828054,0.8957446808510638,0.8957446808510638,0.0531914893617021,421,21,49,0.1917570498915401,0.76529284164859,0.0429501084598698,0.8782144590004852,0.9194351315655797,0.8983521937661306,0.8051679712001589,1.185273159144893,1.2280285035629457,442,-3.347276547511312,470,-3.323811680851064
