regime,variant,weight_F1_bridge_improvement,weight_F2_roughness_improvement,weight_F3_slope_continuity_improvement,weight_F4_duration_plausibility,weight_F5_n_height_ratio,weight_F6_solar_strength_ratio,weight_F7_solar_peak_alignment,weight_F8_site_centered_core_score,weight_F9_site_rank_core_score,beta_all_pooled_precision,beta_all_pooled_recall,beta_all_pooled_f1,beta_all_site_avg_precision,beta_all_site_avg_recall,beta_all_site_avg_f1,beta_all_positive_site_avg_precision,beta_all_positive_site_avg_recall,beta_all_positive_site_avg_f1,beta_sure_pooled_precision,beta_sure_pooled_recall,beta_sure_pooled_f1,beta_sure_site_avg_precision,beta_sure_site_avg_recall,beta_sure_site_avg_f1,beta_sure_positive_site_avg_precision,beta_sure_positive_site_avg_recall,beta_sure_positive_site_avg_f1
R1_beta_loso,G_b1p0_r1p5_sc0p5,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.7960725075528701,0.831230283911672,0.8132716049382716,0.6645821267032491,0.676511639746934,0.6448454081015552,0.6645821267032491,0.676511639746934,0.6448454081015552,0.8843813387423936,0.9045643153526971,0.8943589743589745,0.6365527787887909,0.6885511660919836,0.6586744242485525,0.7274888900443325,0.7869156183908385,0.7527707705697742
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.7421981004070556,0.862776025236593,0.797957695113056,0.6201814301587492,0.7158745743304566,0.6549970290610616,0.6201814301587492,0.7158745743304566,0.6549970290610616,0.849906191369606,0.9398340248962656,0.8926108374384236,0.6972594195342872,0.76709641686946,0.7259981790737854,0.7968679080391853,0.8766816192793828,0.8297122046557547
R2_beta_loso_plus_alpha,G_b1p0_r2p0_sc0p0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.7538247566063978,0.8548895899053628,0.8011825572801182,0.6348390217809459,0.7040218845365904,0.6527913538843689,0.6348390217809459,0.7040218845365904,0.6527913538843689,0.8582375478927203,0.9294605809128631,0.8924302788844622,0.7437671748569131,0.731423072728654,0.70511377120057,0.8500196284079007,0.8359120831184618,0.8058443099435085
R1_beta_loso,G_b2p0_r2p0_sc0p0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.7824773413897281,0.8170347003154574,0.7993827160493828,0.6576800434812838,0.6621354963266728,0.6347758333111335,0.6576800434812838,0.6621354963266728,0.6347758333111335,0.885480572597137,0.8983402489626556,0.8918640576725027,0.6361855531635834,0.6831726564203984,0.6560484271563191,0.7270692036155237,0.780768750194741,0.7497696310357932
R1_beta_loso,G_b2p0_r0p5_sc0p0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.8021978021978022,0.805993690851735,0.8040912667191188,0.6743424575387565,0.6532247958718547,0.6396533417720613,0.6743424575387565,0.6532247958718547,0.6396533417720613,0.8970588235294118,0.8858921161825726,0.8914405010438413,0.6470909862752947,0.6705371356766678,0.65592681913812,0.739532555743194,0.7663281550590489,0.7496306504435657
R1_beta_loso,G_b1p0_r1p5_sc0p0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.7452054794520548,0.8580441640378549,0.7976539589442816,0.631719318234117,0.6908745743304566,0.6326932133866565,0.631719318234117,0.6908745743304566,0.6326932133866565,0.8509433962264151,0.9356846473029046,0.891304347826087,0.6139260862009539,0.70459641686946,0.6545696076452139,0.70162981280109,0.8052530478508114,0.7480795515945303
R2_beta_loso_plus_alpha,G_b1p0_r0p5_sc0p5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.7747093023255814,0.8406940063091483,0.8063540090771558,0.631345092544292,0.712123043005396,0.6644461197777312,0.631345092544292,0.712123043005396,0.6644461197777312,0.8695652173913043,0.9128630705394191,0.8906882591093117,0.7019525072335827,0.784011958676734,0.7377620975545631,0.8022314368383802,0.8960136670591246,0.8431566829195007
R1_beta_loso,G_b1p0_r1p0_sc0p0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.7541899441340782,0.8517350157728707,0.7999999999999999,0.6392711041883927,0.6855826848473907,0.6349115520692115,0.6392711041883927,0.6855826848473907,0.6349115520692115,0.8563218390804598,0.9273858921161826,0.8904382470119522,0.6180864249774919,0.6956912800115671,0.6529282572304734,0.7063844856885623,0.7950757485846482,0.7462037225491125
R1_beta_loso,G_b1p5_r0p5_sc0p5,1.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.7725947521865889,0.8359621451104101,0.8030303030303031,0.6418385375808275,0.6810966005818948,0.6323079625290968,0.6418385375808275,0.6810966005818948,0.6323079625290968,0.8664047151277013,0.9149377593360996,0.8900100908173562,0.609433602536235,0.6939646897691709,0.6440376965664398,0.696495545755697,0.7931025025933384,0.7360430817902169
R1_beta_loso,G_b2p0_r0p5_sc0p5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.8381112984822934,0.7839116719242902,0.8101059494702526,0.7027651189045963,0.6414644300673713,0.6497772805180848,0.7027651189045963,0.6414644300673713,0.6497772805180848,0.9183222958057395,0.8630705394190872,0.8898395721925134,0.6707241274051619,0.66356863173966,0.664315636352938,0.7665418598916137,0.7583641505596114,0.7592178701176435
R1_beta_loso,G_b2p0_r1p0_sc0p0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.796583850931677,0.8091482649842271,0.8028169014084507,0.6687418366222894,0.6571340810311399,0.638491735951874,0.6687418366222894,0.6571340810311399,0.638491735951874,0.8916666666666667,0.8879668049792531,0.8898128898128899,0.6412084818988144,0.6764895166290488,0.6552269578896814,0.732809693598645,0.7731308761474843,0.7488308090167788
R1_beta_loso,G_b1p0_r0p5_sc0p5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.7930513595166163,0.8280757097791798,0.8101851851851851,0.6629600733803772,0.6706675214028155,0.6416755186820977,0.6629600733803772,0.6706675214028155,0.6416755186820977,0.8785425101214575,0.9004149377593361,0.889344262295082,0.633268685286722,0.6808253257558491,0.6537779118977074,0.7237356403276822,0.7780860865781134,0.7471747564545227
R1_beta_loso,G_b1p0_r0p5_sc1p0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8091482649842271,0.8091482649842271,0.8091482649842271,0.6839599864477987,0.685024995319113,0.6675677172436367,0.6839599864477987,0.685024995319113,0.6675677172436367,0.8930817610062893,0.8838174273858921,0.8884254431699686,0.7652637279199372,0.7363743288216423,0.7354670914029082,0.8745871176227854,0.8415706615104485,0.8405338187461808
R2_beta_loso_plus_alpha,G_b1p0_r0p5_sc1p0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8003095975232198,0.8154574132492114,0.8078124999999999,0.657315403716258,0.6968670748082513,0.667546355542439,0.657315403716258,0.6968670748082513,0.667546355542439,0.8863636363636364,0.8900414937759336,0.8881987577639752,0.7275050719601017,0.7711085807901463,0.744732946137166,0.831434367954402,0.8812669494744529,0.851123367013904
R1_beta_loso,G_b2p0_r2p0_sc0p5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.805993690851735,0.805993690851735,0.805993690851735,0.6703684494962975,0.6573929625400214,0.6389184680594353,0.6703684494962975,0.6573929625400214,0.6389184680594353,0.8893528183716075,0.8838174273858921,0.8865764828303849,0.6340698709390298,0.6757279620072001,0.6500745505120853,0.7246512810731769,0.7722605280082285,0.7429423434423832
