subset_mask,feature_count,feature_set,feature_set_short,beta_sure_support,beta_sure_positive_support,beta_sure_tp,beta_sure_fp,beta_sure_fn,beta_sure_tn,beta_sure_precision,beta_sure_recall,beta_sure_f1,beta_sure_macro_precision,beta_sure_macro_recall,beta_sure_macro_f1,beta_all_support,beta_all_positive_support,beta_all_tp,beta_all_fp,beta_all_fn,beta_all_tn,beta_all_precision,beta_all_recall,beta_all_f1
194,3,F2_roughness_improvement + F7_solar_peak_alignment + F8_substation_centered_core_score,F2+F7+F8,2310,471,425,212,46,1627,0.6671899529042387,0.9023354564755839,0.7671480144404332,0.5087495222852019,0.8300695187165775,0.5827314443419325,2928,630,535,372,95,1926,0.5898566703417861,0.8492063492063492,0.6961613532856213
457,5,F1_bridge_improvement + F4_duration_plausibility + F7_solar_peak_alignment + F8_substation_centered_core_score + F9_substation_rank_core_score,F1+F4+F7+F8+F9,2310,471,400,172,71,1667,0.6993006993006993,0.8492569002123143,0.7670182166826461,0.5423941496699856,0.7999263220439692,0.5852116378478038,2928,630,504,311,126,1987,0.6184049079754601,0.8,0.6975778546712803
405,5,F1_bridge_improvement + F3_slope_continuity_improvement + F5_n_height_ratio + F8_substation_centered_core_score + F9_substation_rank_core_score,F1+F3+F5+F8+F9,2310,471,394,164,77,1675,0.7060931899641577,0.8365180467091295,0.7657920310981536,0.5370939671737736,0.7578771538918598,0.5836190816394091,2928,630,492,312,138,1986,0.6119402985074627,0.780952380952381,0.6861924686192468
277,4,F1_bridge_improvement + F3_slope_continuity_improvement + F5_n_height_ratio + F9_substation_rank_core_score,F1+F3+F5+F9,2310,471,376,135,95,1704,0.735812133072407,0.7983014861995754,0.7657841140529532,0.5523208440453347,0.7028963161021984,0.5768353177670917,2928,630,466,256,164,2042,0.6454293628808865,0.7396825396825397,0.6893491124260355
242,5,F2_roughness_improvement + F5_n_height_ratio + F6_solar_strength_ratio + F7_solar_peak_alignment + F8_substation_centered_core_score,F2+F5+F6+F7+F8,2310,471,404,181,67,1658,0.6905982905982906,0.8577494692144374,0.7651515151515151,0.5219671215962577,0.7472147950089126,0.5700128729812326,2928,630,501,320,129,1978,0.610231425091352,0.7952380952380952,0.6905582356995176
261,3,F1_bridge_improvement + F3_slope_continuity_improvement + F9_substation_rank_core_score,F1+F3+F9,2310,471,386,152,85,1687,0.7174721189591078,0.8195329087048833,0.7651139742319127,0.5438762170062243,0.7487078134284016,0.5882463809360079,2928,630,487,299,143,1999,0.6195928753180662,0.773015873015873,0.6878531073446328
257,2,F1_bridge_improvement + F9_substation_rank_core_score,F1+F9,2310,471,415,199,56,1640,0.6758957654723127,0.881104033970276,0.7649769585253456,0.5187324517976113,0.8180635769459299,0.58100333171758,2928,630,530,395,100,1903,0.572972972972973,0.8412698412698413,0.6816720257234727
69,3,F1_bridge_improvement + F3_slope_continuity_improvement + F7_solar_peak_alignment,F1+F3+F7,2310,471,439,238,32,1601,0.6484490398818316,0.9320594479830149,0.7648083623693379,0.5033287190676613,0.7806319073083778,0.5880563820374383,2928,630,561,491,69,1807,0.5332699619771863,0.8904761904761904,0.6670630202140309
337,4,F1_bridge_improvement + F5_n_height_ratio + F7_solar_peak_alignment + F9_substation_rank_core_score,F1+F5+F7+F9,2310,471,401,178,70,1661,0.6925734024179621,0.851380042462845,0.7638095238095239,0.526881406273946,0.8055323826500297,0.5825127429198595,2928,630,510,335,120,1963,0.6035502958579881,0.8095238095238095,0.6915254237288135
145,3,F1_bridge_improvement + F5_n_height_ratio + F8_substation_centered_core_score,F1+F5+F8,2310,471,439,240,32,1599,0.646539027982327,0.9320594479830149,0.7634782608695654,0.4733017566461716,0.7827994652406417,0.5591685944560785,2928,630,559,494,71,1804,0.5308641975308642,0.8873015873015873,0.6642899584076054
135,4,F1_bridge_improvement + F2_roughness_improvement + F3_slope_continuity_improvement + F8_substation_centered_core_score,F1+F2+F3+F8,2310,471,432,229,39,1610,0.653555219364599,0.9171974522292994,0.7632508833922261,0.4839087987065928,0.7727477718360072,0.5599081779516364,2928,630,548,472,82,1826,0.5372549019607843,0.8698412698412699,0.6642424242424243
1,1,F1_bridge_improvement,F1,2310,471,454,265,17,1574,0.631432545201669,0.9639065817409767,0.7630252100840336,0.46282658391223486,0.7965588235294118,0.5589276229172309,2928,630,579,549,51,1749,0.5132978723404256,0.919047619047619,0.658703071672355
353,4,F1_bridge_improvement + F6_solar_strength_ratio + F7_solar_peak_alignment + F9_substation_rank_core_score,F1+F6+F7+F9,2310,471,407,191,64,1648,0.6806020066889632,0.8641188959660298,0.7614593077642658,0.5228959033577261,0.8104533571004159,0.5794227063777124,2928,630,520,362,110,1936,0.5895691609977324,0.8253968253968254,0.6878306878306879
485,6,F1_bridge_improvement + F3_slope_continuity_improvement + F6_solar_strength_ratio + F7_solar_peak_alignment + F8_substation_centered_core_score + F9_substation_rank_core_score,F1+F3+F6+F7+F8+F9,2310,471,370,131,101,1708,0.7385229540918163,0.7855626326963907,0.7613168724279836,0.5646967539218963,0.7513737373737374,0.5923208812324334,2928,630,462,252,168,2046,0.6470588235294118,0.7333333333333333,0.6875
21,3,F1_bridge_improvement + F3_slope_continuity_improvement + F5_n_height_ratio,F1+F3+F5,2310,471,425,221,46,1618,0.6578947368421053,0.9023354564755839,0.7609668755595345,0.4873221273724147,0.690869302266361,0.5441937227832016,2928,630,527,449,103,1849,0.5399590163934426,0.8365079365079365,0.6562889165628891
291,4,F1_bridge_improvement + F2_roughness_improvement + F6_solar_strength_ratio + F9_substation_rank_core_score,F1+F2+F6+F9,2310,471,401,183,70,1656,0.6866438356164384,0.851380042462845,0.7601895734597157,0.5218437174232258,0.8043487819370172,0.5730154095971516,2928,630,508,361,122,1937,0.5845799769850403,0.8063492063492064,0.6777851901267511
9,2,F1_bridge_improvement + F4_duration_plausibility,F1+F4,2310,471,425,223,46,1616,0.6558641975308642,0.9023354564755839,0.7596067917783735,0.48763415126593057,0.735531045751634,0.5572975737733212,2928,630,545,477,85,1821,0.5332681017612525,0.8650793650793651,0.6598062953995159
305,4,F1_bridge_improvement + F5_n_height_ratio + F6_solar_strength_ratio + F9_substation_rank_core_score,F1+F5+F6+F9,2310,471,390,166,81,1673,0.7014388489208633,0.8280254777070064,0.759493670886076,0.5393011060618393,0.7952881758764112,0.5795958754143974,2928,630,492,309,138,1989,0.6142322097378277,0.780952380952381,0.6876310272536686
397,5,F1_bridge_improvement + F3_slope_continuity_improvement + F4_duration_plausibility + F8_substation_centered_core_score + F9_substation_rank_core_score,F1+F3+F4+F8+F9,2310,471,377,145,94,1694,0.7222222222222222,0.8004246284501062,0.7593152064451157,0.5542000549752317,0.7599090909090909,0.5824518925653834,2928,630,472,271,158,2027,0.6352624495289367,0.7492063492063492,0.6875455207574654
293,4,F1_bridge_improvement + F3_slope_continuity_improvement + F6_solar_strength_ratio + F9_substation_rank_core_score,F1+F3+F6+F9,2310,471,393,172,78,1667,0.695575221238938,0.8343949044585988,0.7586872586872586,0.5404209849470006,0.7871128936423054,0.5882400352257156,2928,630,493,320,137,1978,0.6063960639606396,0.7825396825396825,0.6832986832986834
98,3,F2_roughness_improvement + F6_solar_strength_ratio + F7_solar_peak_alignment,F2+F6+F7,2310,471,415,208,56,1631,0.666131621187801,0.881104033970276,0.7586837294332724,0.4865809685291068,0.7426677276971394,0.5494817600098274,2928,630,521,443,109,1855,0.5404564315352697,0.8269841269841269,0.6537013801756587
481,5,F1_bridge_improvement + F6_solar_strength_ratio + F7_solar_peak_alignment + F8_substation_centered_core_score + F9_substation_rank_core_score,F1+F6+F7+F8+F9,2310,471,405,192,66,1647,0.678391959798995,0.8598726114649682,0.7584269662921349,0.52618614010291,0.8066898395721925,0.5777628441983362,2928,630,513,358,117,1940,0.5889781859931114,0.8142857142857143,0.6835443037974683
130,2,F2_roughness_improvement + F8_substation_centered_core_score,F2+F8,2310,471,429,233,42,1606,0.648036253776435,0.910828025477707,0.7572815533980582,0.4933381336864537,0.8315787284610814,0.5689160979006631,2928,630,544,426,86,1872,0.5608247422680412,0.8634920634920635,0.68
389,4,F1_bridge_improvement + F3_slope_continuity_improvement + F8_substation_centered_core_score + F9_substation_rank_core_score,F1+F3+F8+F9,2310,471,383,158,88,1681,0.7079482439926063,0.8131634819532909,0.7569169960474309,0.5463312590459832,0.7739613784907902,0.5903775860611973,2928,630,483,306,147,1992,0.6121673003802282,0.7666666666666667,0.6807610993657506
226,4,F2_roughness_improvement + F6_solar_strength_ratio + F7_solar_peak_alignment + F8_substation_centered_core_score,F2+F6+F7+F8,2310,471,403,192,68,1647,0.6773109243697479,0.8556263269639066,0.7560975609756098,0.5246017059341458,0.811853238265003,0.5849775294850527,2928,630,506,341,124,1957,0.5974025974025974,0.8031746031746032,0.6851726472579553
210,4,F2_roughness_improvement + F5_n_height_ratio + F7_solar_peak_alignment + F8_substation_centered_core_score,F2+F5+F7+F8,2310,471,389,170,82,1669,0.6958855098389982,0.8259023354564756,0.7553398058252428,0.5281988035074938,0.7273948306595366,0.5653500772828497,2928,630,479,277,151,2021,0.6335978835978836,0.7603174603174603,0.6911976911976911
421,5,F1_bridge_improvement + F3_slope_continuity_improvement + F6_solar_strength_ratio + F8_substation_centered_core_score + F9_substation_rank_core_score,F1+F3+F6+F8+F9,2310,471,380,157,91,1682,0.707635009310987,0.8067940552016986,0.753968253968254,0.5499957253635721,0.7691836007130124,0.5909685454041107,2928,630,480,302,150,1996,0.6138107416879796,0.7619047619047619,0.6798866855524079
437,6,F1_bridge_improvement + F3_slope_continuity_improvement + F5_n_height_ratio + F6_solar_strength_ratio + F8_substation_centered_core_score + F9_substation_rank_core_score,F1+F3+F5+F6+F8+F9,2310,471,382,164,89,1675,0.6996336996336996,0.8110403397027601,0.7512291052114061,0.5432812196707483,0.746818330362448,0.5807989126862383,2928,630,478,300,152,1998,0.6143958868894601,0.7587301587301587,0.6789772727272727
445,7,F1_bridge_improvement + F3_slope_continuity_improvement + F4_duration_plausibility + F5_n_height_ratio + F6_solar_strength_ratio + F8_substation_centered_core_score + F9_substation_rank_core_score,F1+F3+F4+F5+F6+F8+F9,2310,471,365,137,106,1702,0.7270916334661355,0.7749469214437368,0.750256937307297,0.5646079979961559,0.7290815508021391,0.5871108992317482,2928,630,453,252,177,2046,0.6425531914893617,0.719047619047619,0.6786516853932585
114,4,F2_roughness_improvement + F5_n_height_ratio + F6_solar_strength_ratio + F7_solar_peak_alignment,F2+F5+F6+F7,2310,471,432,249,39,1590,0.6343612334801763,0.9171974522292994,0.7500000000000001,0.47501191316615454,0.6926521517697988,0.5442691570211589,2928,630,535,465,95,1833,0.535,0.8492063492063492,0.656441717791411
453,5,F1_bridge_improvement + F3_slope_continuity_improvement + F7_solar_peak_alignment + F8_substation_centered_core_score + F9_substation_rank_core_score,F1+F3+F7+F8+F9,2310,471,372,149,99,1690,0.7140115163147792,0.7898089171974523,0.75,0.5517642587803503,0.7528888888888889,0.5764130589481281,2928,630,465,274,165,2024,0.6292286874154263,0.7380952380952381,0.679327976625274
58,4,F2_roughness_improvement + F4_duration_plausibility + F5_n_height_ratio + F6_solar_strength_ratio,F2+F4+F5+F6,2310,471,437,258,34,1581,0.6287769784172662,0.9278131634819533,0.7495711835334478,0.47510808341101135,0.6820392156862745,0.5449997941657934,2928,630,537,445,93,1853,0.5468431771894093,0.8523809523809524,0.6662531017369726
449,4,F1_bridge_improvement + F7_solar_peak_alignment + F8_substation_centered_core_score + F9_substation_rank_core_score,F1+F7+F8+F9,2310,471,402,200,69,1639,0.6677740863787376,0.8535031847133758,0.7493010251630943,0.521317178802289,0.8044171122994652,0.5715438633931154,2928,630,509,364,121,1934,0.5830469644902635,0.807936507936508,0.6773120425815038
50,3,F2_roughness_improvement + F5_n_height_ratio + F6_solar_strength_ratio,F2+F5+F6,2310,471,426,242,45,1597,0.6377245508982036,0.9044585987261147,0.7480245829675153,0.47244534326888654,0.6545564043799338,0.5299818807629622,2928,630,522,426,108,1872,0.5506329113924051,0.8285714285714286,0.661596958174905
459,6,F1_bridge_improvement + F2_roughness_improvement + F4_duration_plausibility + F7_solar_peak_alignment + F8_substation_centered_core_score + F9_substation_rank_core_score,F1+F2+F4+F7+F8+F9,2310,471,387,183,84,1656,0.6789473684210526,0.821656050955414,0.7435158501440922,0.532508080045142,0.7948978015448603,0.5728697974856914,2928,630,490,326,140,1972,0.6004901960784313,0.7777777777777778,0.677731673582296
174,5,F2_roughness_improvement + F3_slope_continuity_improvement + F4_duration_plausibility + F6_solar_strength_ratio + F8_substation_centered_core_score,F2+F3+F4+F6+F8,2310,471,387,187,84,1652,0.6742160278745645,0.821656050955414,0.7406698564593301,0.538306971220019,0.7223335667600372,0.5685528691879862,2928,630,481,326,149,1972,0.5960346964064436,0.7634920634920634,0.6694502435629783
90,4,F2_roughness_improvement + F4_duration_plausibility + F5_n_height_ratio + F7_solar_peak_alignment,F2+F4+F5+F7,2310,471,433,267,38,1572,0.6185714285714285,0.9193205944798302,0.7395388556789069,0.4743305748274432,0.6934097275273745,0.548616007332493,2928,630,533,501,97,1797,0.5154738878143134,0.846031746031746,0.640625
46,4,F2_roughness_improvement + F3_slope_continuity_improvement + F4_duration_plausibility + F6_solar_strength_ratio,F2+F3+F4+F6,2310,471,404,223,67,1616,0.6443381180223285,0.8577494692144374,0.7358834244080147,0.4921571786481797,0.647008826141179,0.543101687529284,2928,630,504,430,126,1868,0.5396145610278372,0.8,0.6445012787723785
2,1,F2_roughness_improvement,F2,2310,471,458,317,13,1522,0.5909677419354838,0.9723991507430998,0.7351524879614766,0.415579885975029,0.7395882352941177,0.5053275316358345,2928,630,578,641,52,1657,0.4741591468416735,0.9174603174603174,0.6252028123309896
474,6,F2_roughness_improvement + F4_duration_plausibility + F5_n_height_ratio + F7_solar_peak_alignment + F8_substation_centered_core_score + F9_substation_rank_core_score,F2+F4+F5+F7+F8+F9,2310,471,373,185,98,1654,0.6684587813620072,0.7919320594479831,0.7249757045675412,0.5610858957424596,0.769698752228164,0.5819585608964559,2928,630,463,304,167,1994,0.6036505867014341,0.734920634920635,0.6628489620615605
66,2,F2_roughness_improvement + F7_solar_peak_alignment,F2+F7,2310,471,424,275,47,1564,0.6065808297567954,0.9002123142250531,0.7247863247863249,0.45197778200049066,0.7583836261777438,0.5288983655782655,2928,630,533,557,97,1741,0.4889908256880734,0.846031746031746,0.6197674418604651
246,6,F2_roughness_improvement + F3_slope_continuity_improvement + F5_n_height_ratio + F6_solar_strength_ratio + F7_solar_peak_alignment + F8_substation_centered_core_score,F2+F3+F5+F6+F7+F8,2310,471,391,221,80,1618,0.6388888888888888,0.8301486199575372,0.7220683287165282,0.5080236627181681,0.6898586282998047,0.5459421682594331,2928,630,483,365,147,1933,0.5695754716981132,0.7666666666666667,0.6535859269282814
254,7,F2_roughness_improvement + F3_slope_continuity_improvement + F4_duration_plausibility + F5_n_height_ratio + F6_solar_strength_ratio + F7_solar_peak_alignment + F8_substation_centered_core_score,F2+F3+F4+F5+F6+F7+F8,2310,471,372,190,99,1649,0.6619217081850534,0.7898089171974523,0.7202323330106485,0.5287916690471695,0.6604900687547746,0.5437044545710884,2928,630,455,298,175,2000,0.6042496679946879,0.7222222222222222,0.6579898770788142
126,6,F2_roughness_improvement + F3_slope_continuity_improvement + F4_duration_plausibility + F5_n_height_ratio + F6_solar_strength_ratio + F7_solar_peak_alignment,F2+F3+F4+F5+F6+F7,2310,471,405,255,66,1584,0.6136363636363636,0.8598726114649682,0.7161803713527851,0.4771816089254076,0.6739277226041932,0.5261612385919321,2928,630,495,441,135,1857,0.5288461538461539,0.7857142857142857,0.632183908045977
38,3,F2_roughness_improvement + F3_slope_continuity_improvement + F6_solar_strength_ratio,F2+F3+F6,2310,471,415,273,56,1566,0.6031976744186046,0.881104033970276,0.7161345987920621,0.4675878543371381,0.716562026209085,0.538919124493793,2928,630,524,518,106,1780,0.5028790786948176,0.8317460317460318,0.6267942583732058
410,5,F2_roughness_improvement + F4_duration_plausibility + F5_n_height_ratio + F8_substation_centered_core_score + F9_substation_rank_core_score,F2+F4+F5+F8+F9,2310,471,379,209,92,1630,0.6445578231292517,0.8046709129511678,0.7157695939565628,0.5435294179477048,0.7739067142008318,0.5710641876990045,2928,630,471,339,159,1959,0.5814814814814815,0.7476190476190476,0.6541666666666667
82,3,F2_roughness_improvement + F5_n_height_ratio + F7_solar_peak_alignment,F2+F5+F7,2310,471,433,307,38,1532,0.5851351351351352,0.9193205944798302,0.7151114781172584,0.4408017078792381,0.6934097275273745,0.5210897859965025,2928,630,537,556,93,1742,0.49130832570905764,0.8523809523809524,0.6233313987231572
18,2,F2_roughness_improvement + F5_n_height_ratio,F2+F5,2310,471,429,300,42,1539,0.588477366255144,0.910828025477707,0.715,0.4401907102123124,0.6570715558950853,0.5142107355076282,2928,630,527,509,103,1789,0.5086872586872587,0.8365079365079365,0.6326530612244898
206,5,F2_roughness_improvement + F3_slope_continuity_improvement + F4_duration_plausibility + F7_solar_peak_alignment + F8_substation_centered_core_score,F2+F3+F4+F7+F8,2310,471,356,169,115,1670,0.6780952380952381,0.7558386411889597,0.7148594377510041,0.5340937537097586,0.6435305576776165,0.5362652690280432,2928,630,435,283,195,2015,0.6058495821727019,0.6904761904761905,0.6454005934718101
134,3,F2_roughness_improvement + F3_slope_continuity_improvement + F8_substation_centered_core_score,F2+F3+F8,2310,471,351,168,120,1671,0.6763005780346821,0.7452229299363057,0.7090909090909091,0.5227629614809695,0.6433029878618114,0.5310292980840338,2928,630,438,308,192,1990,0.5871313672922251,0.6952380952380952,0.6366279069767442
182,5,F2_roughness_improvement + F3_slope_continuity_improvement + F5_n_height_ratio + F6_solar_strength_ratio + F8_substation_centered_core_score,F2+F3+F5+F6+F8,2310,471,378,218,93,1621,0.6342281879194631,0.802547770700637,0.7085285848172447,0.4998781978141367,0.6833259910024616,0.5292818499983778,2928,630,473,357,157,1941,0.5698795180722892,0.7507936507936508,0.647945205479452
26,3,F2_roughness_improvement + F4_duration_plausibility + F5_n_height_ratio,F2+F4+F5,2310,471,432,317,39,1522,0.5767690253671562,0.9171974522292994,0.7081967213114755,0.4399899652528157,0.6607703081232492,0.5123865666433094,2928,630,527,531,103,1767,0.498109640831758,0.8365079365079365,0.6244075829383886
506,7,F2_roughness_improvement + F4_duration_plausibility + F5_n_height_ratio + F6_solar_strength_ratio + F7_solar_peak_alignment + F8_substation_centered_core_score + F9_substation_rank_core_score,F2+F4+F5+F6+F7+F8+F9,2310,471,364,193,107,1646,0.6535008976660682,0.772823779193206,0.708171206225681,0.5534135366676838,0.760969696969697,0.566528600039574,2928,630,450,309,180,1989,0.5928853754940712,0.7142857142857143,0.6479481641468683
142,4,F2_roughness_improvement + F3_slope_continuity_improvement + F4_duration_plausibility + F8_substation_centered_core_score,F2+F3+F4+F8,2310,471,344,157,127,1682,0.6866267465069861,0.7303609341825902,0.7078189300411523,0.5331015668399097,0.6308311263899499,0.5268117167396759,2928,630,426,268,204,2030,0.6138328530259366,0.6761904761904762,0.6435045317220544
158,5,F2_roughness_improvement + F3_slope_continuity_improvement + F4_duration_plausibility + F5_n_height_ratio + F8_substation_centered_core_score,F2+F3+F4+F5+F8,2310,471,370,205,101,1634,0.6434782608695652,0.7855626326963907,0.7074569789674952,0.4958541578743142,0.6171102835073423,0.519585252023189,2928,630,455,329,175,1969,0.5803571428571429,0.7222222222222222,0.6435643564356436
110,5,F2_roughness_improvement + F3_slope_continuity_improvement + F4_duration_plausibility + F6_solar_strength_ratio + F7_solar_peak_alignment,F2+F3+F4+F6+F7,2310,471,367,201,104,1638,0.6461267605633803,0.7791932059447984,0.7064485081809432,0.5023720608942402,0.6173115740468682,0.5179731273525665,2928,630,461,373,169,1925,0.552757793764988,0.7317460317460317,0.6297814207650273
150,4,F2_roughness_improvement + F3_slope_continuity_improvement + F5_n_height_ratio + F8_substation_centered_core_score,F2+F3+F5+F8,2310,471,375,216,96,1623,0.6345177664974619,0.7961783439490446,0.7062146892655368,0.49350871458659673,0.6355706009676598,0.5256598356112279,2928,630,466,362,164,1936,0.5628019323671497,0.7396825396825397,0.6392318244170097
198,4,F2_roughness_improvement + F3_slope_continuity_improvement + F7_solar_peak_alignment + F8_substation_centered_core_score,F2+F3+F7+F8,2310,471,341,156,130,1683,0.6861167002012073,0.7239915074309978,0.7045454545454546,0.5232625582126693,0.6227986164162634,0.5213830109826697,2928,630,416,279,214,2019,0.5985611510791367,0.6603174603174603,0.6279245283018867
166,4,F2_roughness_improvement + F3_slope_continuity_improvement + F6_solar_strength_ratio + F8_substation_centered_core_score,F2+F3+F6+F8,2310,471,353,179,118,1660,0.6635338345864662,0.7494692144373672,0.7038883349950149,0.5317813901417047,0.6888747771836007,0.5323030522081755,2928,630,442,314,188,1984,0.5846560846560847,0.7015873015873015,0.6378066378066377
366,6,F2_roughness_improvement + F3_slope_continuity_improvement + F4_duration_plausibility + F6_solar_strength_ratio + F7_solar_peak_alignment + F9_substation_rank_core_score,F2+F3+F4+F6+F7+F9,2310,471,390,252,81,1587,0.6074766355140186,0.8280254777070064,0.7008086253369272,0.5317321746933397,0.7743405483405483,0.5681235092908314,2928,630,490,412,140,1886,0.5432372505543237,0.7777777777777778,0.639686684073107
190,6,F2_roughness_improvement + F3_slope_continuity_improvement + F4_duration_plausibility + F5_n_height_ratio + F6_solar_strength_ratio + F8_substation_centered_core_score,F2+F3+F4+F5+F6+F8,2310,471,370,215,101,1624,0.6324786324786325,0.7855626326963907,0.7007575757575757,0.5105834935097253,0.6536463373228079,0.5213384207401535,2928,630,459,333,171,1965,0.5795454545454546,0.7285714285714285,0.6455696202531646
230,5,F2_roughness_improvement + F3_slope_continuity_improvement + F6_solar_strength_ratio + F7_solar_peak_alignment + F8_substation_centered_core_score,F2+F3+F6+F7+F8,2310,471,353,186,118,1653,0.6549165120593692,0.7494692144373672,0.6990099009900989,0.5207141650737106,0.6368996265172735,0.5210185146107338,2928,630,433,316,197,1982,0.5781041388518025,0.6873015873015873,0.6279912980420594
214,5,F2_roughness_improvement + F3_slope_continuity_improvement + F5_n_height_ratio + F7_solar_peak_alignment + F8_substation_centered_core_score,F2+F3+F5+F7+F8,2310,471,364,209,107,1630,0.6352530541012217,0.772823779193206,0.6973180076628354,0.49802533077021155,0.6375711314828962,0.5167348257165018,2928,630,442,336,188,1962,0.5681233933161953,0.7015873015873015,0.627840909090909
118,5,F2_roughness_improvement + F3_slope_continuity_improvement + F5_n_height_ratio + F6_solar_strength_ratio + F7_solar_peak_alignment,F2+F3+F5+F6+F7,2310,471,401,288,70,1551,0.5820029027576198,0.851380042462845,0.6913793103448276,0.4489456586556661,0.6595381122145828,0.4971527010496418,2928,630,498,486,132,1812,0.5060975609756098,0.7904761904761904,0.6171003717472118
102,4,F2_roughness_improvement + F3_slope_continuity_improvement + F6_solar_strength_ratio + F7_solar_peak_alignment,F2+F3+F6+F7,2310,471,394,276,77,1563,0.5880597014925373,0.8365180467091295,0.6906222611744084,0.44403278427838,0.6523020672138319,0.4961802281015316,2928,630,500,491,130,1807,0.5045408678102926,0.7936507936507936,0.6169031462060457
442,6,F2_roughness_improvement + F4_duration_plausibility + F5_n_height_ratio + F6_solar_strength_ratio + F8_substation_centered_core_score + F9_substation_rank_core_score,F2+F4+F5+F6+F8+F9,2310,471,356,205,115,1634,0.6345811051693404,0.7558386411889597,0.689922480620155,0.5516989150479077,0.7562400475341652,0.5645678053192675,2928,630,446,331,184,1967,0.574002574002574,0.707936507936508,0.6339729921819474
510,8,F2_roughness_improvement + F3_slope_continuity_improvement + F4_duration_plausibility + F5_n_height_ratio + F6_solar_strength_ratio + F7_solar_peak_alignment + F8_substation_centered_core_score + F9_substation_rank_core_score,F2+F3+F4+F5+F6+F7+F8+F9,2310,471,376,245,95,1594,0.605475040257649,0.7983014861995754,0.6886446886446886,0.5275438381437139,0.7628544266191325,0.5545117002244487,2928,630,469,375,161,1923,0.5556872037914692,0.7444444444444445,0.6363636363636364
222,6,F2_roughness_improvement + F3_slope_continuity_improvement + F4_duration_plausibility + F5_n_height_ratio + F7_solar_peak_alignment + F8_substation_centered_core_score,F2+F3+F4+F5+F7+F8,2310,471,345,188,126,1651,0.6472795497185742,0.732484076433121,0.6872509960159363,0.5165074628167905,0.6338323147440794,0.5203746615259737,2928,630,422,284,208,2014,0.5977337110481586,0.6698412698412698,0.6317365269461077
238,6,F2_roughness_improvement + F3_slope_continuity_improvement + F4_duration_plausibility + F6_solar_strength_ratio + F7_solar_peak_alignment + F8_substation_centered_core_score,F2+F3+F4+F6+F7+F8,2310,471,353,204,118,1635,0.6337522441651705,0.7494692144373672,0.6867704280155642,0.5409482745411971,0.6807138400814872,0.5340143359722302,2928,630,438,316,192,1982,0.5809018567639257,0.6952380952380952,0.6329479768786127
494,7,F2_roughness_improvement + F3_slope_continuity_improvement + F4_duration_plausibility + F6_solar_strength_ratio + F7_solar_peak_alignment + F8_substation_centered_core_score + F9_substation_rank_core_score,F2+F3+F4+F6+F7+F8+F9,2310,471,370,242,101,1597,0.6045751633986928,0.7855626326963907,0.6832871652816251,0.529880341446149,0.7515353535353535,0.5478023723074661,2928,630,461,375,169,1923,0.5514354066985646,0.7317460317460317,0.6289222373806276
94,5,F2_roughness_improvement + F3_slope_continuity_improvement + F4_duration_plausibility + F5_n_height_ratio + F7_solar_peak_alignment,F2+F3+F4+F5+F7,2310,471,391,283,80,1556,0.5801186943620178,0.8301486199575372,0.6829694323144105,0.45496871784357035,0.6470367247131954,0.5002086504550816,2928,630,479,477,151,1821,0.5010460251046025,0.7603174603174603,0.6040353089533417
282,4,F2_roughness_improvement + F4_duration_plausibility + F5_n_height_ratio + F9_substation_rank_core_score,F2+F4+F5+F9,2310,471,363,230,108,1609,0.612141652613828,0.7707006369426752,0.6823308270676691,0.5289308538975007,0.7545032679738561,0.541789691263163,2928,630,452,356,178,1942,0.5594059405940595,0.7174603174603175,0.6286509040333796
274,3,F2_roughness_improvement + F5_n_height_ratio + F9_substation_rank_core_score,F2+F5+F9,2310,471,360,229,111,1610,0.6112054329371817,0.7643312101910829,0.679245283018868,0.5292819966796065,0.7461699346405228,0.5398634258123408,2928,630,448,348,182,1950,0.5628140703517588,0.7111111111111111,0.6283309957924265
248,5,F4_duration_plausibility + F5_n_height_ratio + F6_solar_strength_ratio + F7_solar_peak_alignment + F8_substation_centered_core_score,F4+F5+F6+F7+F8,2310,471,348,211,123,1628,0.6225402504472272,0.7388535031847133,0.6757281553398058,0.538544062312049,0.7214505347593583,0.5444409315059485,2928,630,428,312,202,1986,0.5783783783783784,0.6793650793650794,0.6248175182481751
78,4,F2_roughness_improvement + F3_slope_continuity_improvement + F4_duration_plausibility + F7_solar_peak_alignment,F2+F3+F4+F7,2310,471,356,228,115,1611,0.6095890410958904,0.7558386411889597,0.6748815165876777,0.47271702579538966,0.5764952237305179,0.47865551819904756,2928,630,444,397,186,1901,0.5279429250891795,0.7047619047619048,0.6036709721278042
306,4,F2_roughness_improvement + F5_n_height_ratio + F6_solar_strength_ratio + F9_substation_rank_core_score,F2+F5+F6+F9,2310,471,360,238,111,1601,0.6020066889632107,0.7643312101910829,0.6735266604303087,0.5343040134413382,0.7519881164587047,0.5419357630527254,2928,630,449,363,181,1935,0.5529556650246306,0.7126984126984127,0.622746185852982
314,5,F2_roughness_improvement + F4_duration_plausibility + F5_n_height_ratio + F6_solar_strength_ratio + F9_substation_rank_core_score,F2+F4+F5+F6+F9,2310,471,361,240,110,1599,0.6006655574043261,0.7664543524416136,0.6735074626865672,0.5290215620470302,0.7534587046939988,0.5410998010275253,2928,630,451,367,179,1931,0.5513447432762836,0.7158730158730159,0.6229281767955801
