method,group,n_stations,n_days,n_rpf,required_mwh,applied_mwh,false_mwh,energy_iou,energy_precision,day_f1,day_precision,day_recall,sure_day_recall,sure_day_uncertain_rate,tp,fp,fn,rate_auto_correct,rate_auto_keep,rate_uncertain,interval_precision,interval_recall,interval_f1,window_iou_mean,start_error_mae,end_error_mae,min_change_days,min_change_mean_mw,reference_min_change_days,reference_min_change_mean_mw
M7,beta_unsure,8,617,159,1563.540946,2790.7585055,1914.34572,0.2519957864262388,0.3140410693984356,0.3951473136915077,0.2727272727272727,0.7169811320754716,,,114,304,45,0.6774716369529984,0.3225283630470016,0.0,0.3387978142076502,0.5326460481099656,0.4141616566466266,0.4566999990103142,2.956140350877193,3.131578947368421,418,-2.7176157727272727,159,-2.4692076352201258
M7,beta_all,8,2922,629,11459.6866955,23747.037781,16169.5466665,0.2742562927902929,0.3190920562127016,0.3480409459936463,0.2236842105263158,0.7837837837837838,0.8063829787234043,0.0,493,1711,136,0.7542778918548939,0.2457221081451061,0.0,0.4381919317384025,0.6666666666666666,0.5288060479666319,0.5977579210549793,2.1480730223123734,2.3225152129817443,2204,-4.84423671370236,629,-3.107782995230525
M8,beta_unsure,8,617,159,1563.540946,687.994001,228.612595,0.2563292683860506,0.6677113540703677,0.3775811209439528,0.3555555555555555,0.4025157232704403,,,64,116,95,0.2917341977309562,0.7082658022690438,0.0,0.349457058242843,0.3041237113402061,0.3252181901699586,0.2315693044037485,4.5,2.84375,136,-1.6507310441176468,159,-2.4692076352201258
M8,beta_all,8,2922,629,11459.6866955,4385.1945085,480.5097155,0.327020147625275,0.8904245377101041,0.5477477477477477,0.632016632016632,0.4833068362480127,0.5106382978723404,0.0,304,177,325,0.1646132785763175,0.8353867214236824,0.0,0.6457455113192818,0.3398241722126366,0.4453057708871663,0.2934343778931735,4.394736842105263,3.411184210526316,422,-2.2453388364928912,629,-3.107782995230525
M9,beta_unsure,8,617,159,1563.540946,1704.2250135000002,794.474665,0.3858118429140458,0.5338205584904706,0.5231788079470198,0.5524475524475524,0.4968553459119497,,,79,64,80,0.2317666126418152,0.5883306320907618,0.179902755267423,0.4748150757308911,0.5790378006872853,0.521772788852332,0.3893646962294264,2.79746835443038,2.050632911392405,143,-2.4494457832167837,159,-2.4692076352201258
M9,beta_all,8,2922,629,11459.6866955,11677.88853,1386.2348845,0.8011611764408731,0.8812940472124887,0.8237232289950577,0.8547008547008547,0.794912559618442,0.8957446808510638,0.0531914893617021,500,85,129,0.2002053388090349,0.7279260780287474,0.0718685831622176,0.7910833840535606,0.8543258565442445,0.8214892356310488,0.7000603070978593,1.44,1.358,585,-3.1278068051282046,629,-3.107782995230525
