c_correct,c_keep,n_days,n_rpf,auto_share,review_days,review_share,review_yield,corrected_days,auto_fp,auto_fn,tp,day_precision,day_recall,day_f1,energy_precision,energy_iou,fp_per_station_year,auto_fn_per_station_year,review_days_per_station_year,expected_day_precision,expected_fp,cohort
0.525,0.475,10393,3381,0.997690753391706,24,0.002309246608294044,0.6666666666666666,3170,82,277,3088,0.9741324921135647,0.9133392487429755,0.9427568310181651,0.8860502404955178,0.8670987085713734,2.8817954392379486,9.73484556913307,0.8434523236793996,0.9862799128063788,43.49267640377931,alpha
0.53,0.47,10393,3381,0.9974020975656692,27,0.0025979024343307996,0.6666666666666666,3170,82,275,3088,0.9741324921135647,0.9133392487429755,0.9427568310181651,0.8860502404955178,0.8670987085713734,2.8817954392379486,9.66455787549312,0.9488838641393246,0.9862799128063788,43.49267640377931,alpha
0.535,0.46499999999999997,10393,3381,0.9969210045222746,32,0.003078995477725392,0.65625,3168,80,272,3088,0.9747474747474747,0.9133392487429755,0.9430447396549091,0.8862576094674877,0.8672973006785301,2.8115077455979987,9.559126335033195,1.1246030982391995,0.9865670939286386,42.55544643407309,alpha
0.54,0.45999999999999996,10393,3381,0.9968247859135957,33,0.0031752140864043108,0.6666666666666666,3168,80,271,3088,0.9747474747474747,0.9133392487429755,0.9430447396549091,0.8862576094674877,0.8672973006785301,2.8115077455979987,9.523982488213221,1.1597469450591744,0.9865670939286386,42.55544643407309,alpha
0.545,0.45499999999999996,10393,3381,0.99643991147888,37,0.0035600885211199847,0.6756756756756757,3168,80,268,3088,0.9747474747474747,0.9133392487429755,0.9430447396549091,0.8862576094674877,0.8672973006785301,2.8115077455979987,9.418550947753296,1.3003223323390745,0.9865670939286386,42.55544643407309,alpha
0.55,0.44999999999999996,10393,3381,0.9961512556528432,40,0.0038487443471567403,0.65,3168,80,267,3088,0.9747474747474747,0.9133392487429755,0.9430447396549091,0.8862576094674877,0.8672973006785301,2.8115077455979987,9.38340710093332,1.4057538727989993,0.9865670939286386,42.55544643407309,alpha
0.555,0.44499999999999995,10393,3381,0.9953815067834119,48,0.004618493216588088,0.6041666666666666,3166,78,264,3088,0.9753632343651295,0.9133392487429755,0.9433328241942875,0.886319506080486,0.8673565771401276,2.7412200519580487,9.277975560473395,1.6869046473587992,0.9868423677169476,41.65706380814383,alpha
0.56,0.43999999999999995,10393,3381,0.9948041951313384,54,0.005195804868661599,0.6111111111111112,3164,78,262,3086,0.9753476611883691,0.9127477077787637,0.9430099312452255,0.8863180222306188,0.8673438037637159,2.7412200519580487,9.207687866833446,1.8977677282786491,0.9871129189586523,40.77472441482389,alpha
0.565,0.43500000000000005,10393,3381,0.9942268834792649,60,0.00577311652073511,0.6166666666666667,3164,78,258,3086,0.9753476611883691,0.9127477077787637,0.9430099312452255,0.8863180222306188,0.8673438037637159,2.7412200519580487,9.067112479553545,2.108630809198499,0.9871129189586523,40.77472441482389,alpha
0.57,0.43000000000000005,10393,3381,0.9932646973924757,70,0.006735302607524295,0.6285714285714286,3161,76,252,3085,0.97595697564062,0.9124519372966577,0.9431366554570466,0.886649213295066,0.8676509010957643,2.670932358318099,8.856249398633695,2.4600692773982487,0.9875119877662848,39.47460667077375,alpha
0.575,0.42500000000000004,10393,3381,0.99287982295776,74,0.0071201770422399694,0.6486486486486487,3160,76,249,3084,0.9759493670886076,0.9121561668145519,0.9429750802629567,0.8866984776421779,0.8676909639005826,2.670932358318099,8.750817858173772,2.600644664678149,0.9876437000516766,39.04590783670197,alpha
0.58,0.42000000000000004,10393,3381,0.9921100740883286,82,0.007889925911671317,0.6707317073170732,3158,75,243,3083,0.9762507916402786,0.911860396332446,0.9429576387826885,0.8867786421869173,0.867767728274585,2.6357885114981237,8.539954777253921,2.8817954392379486,0.9879035952803895,38.200446104530144,alpha
0.585,0.41500000000000004,10393,3381,0.9916289810449341,87,0.00837101895506591,0.6666666666666666,3157,75,241,3082,0.9762432689261957,0.9115646258503401,0.9427959620679106,0.8868534113212841,0.8678393258158041,2.6357885114981237,8.46966708361397,3.0575146733378236,0.9880318868107663,37.783333338410685,alpha
0.59,0.41000000000000003,10393,3381,0.9911478880015395,92,0.008852111998460503,0.6847826086956522,3156,75,237,3081,0.9762357414448669,0.9112688553682342,0.942634235888022,0.8868533237457485,0.8678385684102482,2.6357885114981237,8.329091696334071,3.2332339074376986,0.9881582812988475,37.37246422083727,alpha
0.595,0.405,10393,3381,0.9903781391321081,100,0.00962186086789185,0.69,3155,75,232,3080,0.9762282091917591,0.9109730848861284,0.9424724602203183,0.8868527424538765,0.8678335410805538,2.6357885114981237,8.153372462234197,3.514384681997498,0.9882830479751488,36.96698363840527,alpha
0.6,0.4,10393,3381,0.9899932646973925,104,0.010006735302607525,0.7019230769230769,3154,75,229,3079,0.9762206721623335,0.9106773144040224,0.9423106350420811,0.8868528614750234,0.8678336550514507,2.6357885114981237,8.047940921774272,3.6549600692773985,0.9884076796335952,36.56217843564084,alpha
0.605,0.395,10393,3381,0.9895121716539979,109,0.010487828346002117,0.7064220183486238,3153,75,226,3078,0.9762131303520457,0.9103815439219166,0.9421487603305785,0.8868905351933344,0.8678610117946899,2.6357885114981237,7.942509381314347,3.830679303377273,0.9885295025469064,36.16647846960425,alpha
0.61,0.39,10393,3381,0.9887424227845666,117,0.011257577215433464,0.6837606837606838,3152,75,224,3077,0.9762055837563451,0.9100857734398107,0.9419868360630644,0.8869201405702879,0.8678893603283957,2.6357885114981237,7.872221687674396,4.111830077937073,0.9886506136418712,35.77326580082168,alpha
0.615,0.385,10393,3381,0.988261329741172,122,0.011738670258828058,0.680327868852459,3151,75,222,3076,0.9761980323706759,0.9097900029577048,0.9418248622167789,0.8869200684786683,0.8678887364799557,2.6357885114981237,7.801933994034447,4.287549312036948,0.9887702799208042,35.38484796954582,alpha
0.62,0.38,10393,3381,0.9873953622630617,131,0.012604637736938325,0.6946564885496184,3148,74,216,3074,0.9764930114358322,0.9091984619934931,0.9416449686016236,0.8870636787676945,0.8680224998208769,2.600644664678149,7.591070913114597,4.603843933416723,0.9891234688461529,34.239320072310754,alpha
0.625,0.375,10393,3381,0.9867218320023092,138,0.013278167997690753,0.7028985507246377,3148,74,210,3074,0.9764930114358322,0.9091984619934931,0.9416449686016236,0.8870636787676945,0.8680224998208769,2.600644664678149,7.380207832194746,4.849850861156548,0.9891234688461529,34.239320072310754,alpha
0.63,0.37,10393,3381,0.9861445203502357,144,0.013855479649764264,0.7013888888888888,3148,74,206,3074,0.9764930114358322,0.9091984619934931,0.9416449686016236,0.8870636787676945,0.8680224998208769,2.600644664678149,7.239632444914847,5.060713942076398,0.9891234688461529,34.239320072310754,alpha
0.635,0.365,10393,3381,0.9852785528721255,153,0.01472144712787453,0.6862745098039216,3146,73,203,3073,0.9767959313413859,0.9089026915113871,0.9416270874827639,0.8879789738514972,0.8688984534673605,2.5655008178581737,7.1342009044549215,5.377008563456172,0.9893514816480313,33.50023873529359,alpha
