c_correct,c_keep,n_days,n_rpf,auto_share,review_days,review_share,review_yield,corrected_days,auto_fp,auto_fn,tp,day_precision,day_recall,day_f1,energy_precision,energy_iou,fp_per_station_year,auto_fn_per_station_year,review_days_per_station_year,expected_day_precision,expected_fp,no_review_band,cohort
0.9,0.05,10393,3381,0.8883864139324545,1160,0.11161358606754547,0.3353448275862069,3040,54,6,2986,0.9822368421052632,0.8831706595681751,0.9300731973212896,0.8916661266676656,0.8713108065456334,1.8977677282786491,0.2108630809198499,40.76686231117098,0.9964020906387011,10.93764445834894,False,alpha
0.9,0.1,10393,3381,0.929086885403637,737,0.07091311459636293,0.5006784260515604,3040,54,26,2986,0.9822368421052632,0.8831706595681751,0.9300731973212896,0.8916661266676656,0.8713108065456334,1.8977677282786491,0.9137400173193496,25.901015106321562,0.9964020906387011,10.93764445834894,False,alpha
0.9,0.2,10393,3381,0.9543923794861926,474,0.04560762051380737,0.6518987341772152,3040,54,86,2986,0.9822368421052632,0.8831706595681751,0.9300731973212896,0.8916661266676656,0.8713108065456334,1.8977677282786491,3.0223708265178484,16.658183392668143,0.9964020906387011,10.93764445834894,False,alpha
0.9,0.3,10393,3381,0.9682478591359569,330,0.031752140864043106,0.7303030303030303,3040,54,154,2986,0.9822368421052632,0.8831706595681751,0.9300731973212896,0.8916661266676656,0.8713108065456334,1.8977677282786491,5.412152410276147,11.597469450591744,0.9964020906387011,10.93764445834894,False,alpha
0.9,0.5,10393,3381,0.9869142692196671,136,0.013085730780332917,0.7794117647058824,3040,54,289,2986,0.9822368421052632,0.8831706595681751,0.9300731973212896,0.8916661266676656,0.8713108065456334,1.8977677282786491,10.15657173097277,4.7795631675165975,0.9964020906387011,10.93764445834894,False,alpha
0.9,0.9,10393,3381,1.0,0,0.0,,3040,54,395,2986,0.9822368421052632,0.8831706595681751,0.9300731973212896,0.8916661266676656,0.8713108065456334,1.8977677282786491,13.881819493890118,0.0,0.9964020906387011,10.93764445834894,True,alpha
0.95,0.05,10393,3381,0.8817473299336092,1229,0.11825267006639084,0.36208299430431246,2971,41,6,2930,0.9861999326825984,0.8666075125702455,0.9225440806045341,0.8934057460081861,0.8722162099538906,1.4408977196189743,0.2108630809198499,43.19178774174925,0.9980216165413928,5.877777255521886,False,alpha
0.95,0.1,10393,3381,0.9224478014047917,806,0.07755219859520832,0.5272952853598015,2971,41,26,2930,0.9861999326825984,0.8666075125702455,0.9225440806045341,0.8934057460081861,0.8722162099538906,1.4408977196189743,0.9137400173193496,28.325940536899836,0.9980216165413928,5.877777255521886,False,alpha
0.95,0.2,10393,3381,0.9477532954873472,543,0.052246704512652745,0.6721915285451197,2971,41,86,2930,0.9861999326825984,0.8666075125702455,0.9225440806045341,0.8934057460081861,0.8722162099538906,1.4408977196189743,3.0223708265178484,19.083108823246416,0.9980216165413928,5.877777255521886,False,alpha
0.95,0.3,10393,3381,0.9616087751371115,399,0.038391224862888484,0.7443609022556391,2971,41,154,2930,0.9861999326825984,0.8666075125702455,0.9225440806045341,0.8934057460081861,0.8722162099538906,1.4408977196189743,5.412152410276147,14.022394881170019,0.9980216165413928,5.877777255521886,False,alpha
0.95,0.5,10393,3381,0.9802751852208217,205,0.01972481477917829,0.7902439024390244,2971,41,289,2930,0.9861999326825984,0.8666075125702455,0.9225440806045341,0.8934057460081861,0.8722162099538906,1.4408977196189743,10.15657173097277,7.204488598094872,0.9980216165413928,5.877777255521886,False,alpha
0.95,0.95,10393,3381,1.0,0,0.0,,2971,41,451,2930,0.9861999326825984,0.8666075125702455,0.9225440806045341,0.8934057460081861,0.8722162099538906,1.4408977196189743,15.849874915808718,0.0,0.9980216165413928,5.877777255521886,True,alpha
